iter	Passed	Remaining
2907	166096	976243
2908	166108	975923
2909	166121	975607
2910	166131	975273
2911	166145	974964
2912	166157	974641
2913	166167	974312
2914	166182	974006
2915	166194	973687
2916	166206	973364
2917	166220	973053
2918	166231	972729
2919	166243	972408
2920	166256	972097
2921	166267	971771
2922	166280	971460
2923	166295	971155
2924	166306	970831
2925	166320	970522
2926	166332	970204
2927	166344	969886
2928	166358	969580
2929	168314	980590
2930	168328	980282
2931	168340	979957
2932	168355	979651
2933	168367	979329
2934	168381	979021
2935	168395	978710
2936	168406	978388
2937	168420	978078
2938	168435	977772
2939	168446	977447
2940	168460	977137
2941	168469	976802
2942	168484	976498
2943	168498	976190
2944	168512	975883
2945	168526	975575
2946	168536	975248
2947	168550	974939
2948	168560	974611
2949	168573	974298
2950	168584	973976
2951	168599	973671
2952	168612	973362
2953	168624	973043
2954	168637	972732
2955	168650	972421
2956	168661	972099
2957	168675	971792
2958	168685	971468
2959	168698	971156
2960	168710	970839
2961	168723	970530
2962	168737	970228
2963	168750	969916
2964	168762	969602
2965	168774	969285
2966	168787	968976
2967	168797	968654
2968	168811	968349
2969	168822	968028
2970	168836	967728
2971	168850	967427
2972	168861	967106
2973	168875	966805
2974	168888	966496
2975	168900	966184
2976	168915	965885
2977	168927	965575
2978	168937	965251
2979	168951	964952
2980	168965	964651
2981	168977	964336
2982	168991	964036
2983	169007	963749
2984	169018	963435
2985	169031	963131
2986	169043	962819
2987	169057	962517
2988	169072	962223
2989	169083	961909
2990	169097	961612
2991	169112	961319
2992	169127	961025
2993	169137	960707
2994	169150	960399
2995	169160	960084
2996	169175	959787
2997	169188	959488
2998	169202	959191
2999	169213	958878
3000	169227	958579
3001	169237	958259
3002	169250	957958
3003	169261	957644
3004	169275	957348
3005	169289	957054
3006	171163	967270
3007	171176	966966
3008	171187	966650
3009	171200	966346
3010	171212	966033
3011	171223	965720
3012	171237	965418
3013	171248	965105
3014	171263	964810
3015	171277	964515
3016	171291	964214
3017	171302	963902
3018	171315	963600
3019	171327	963293
3020	171338	962976
3021	171352	962681
3022	171367	962390
3023	171381	962093
3024	171392	961778
3025	171405	961477
3026	171416	961168
3027	171427	960852
3028	171441	960557
3029	171454	960259
3030	171466	959949
3031	171479	959653
3032	171494	959360
3033	171507	959060
3034	171519	958759
3035	171530	958446
3036	171544	958154
3037	171558	957856
3038	171572	957563
3039	171583	957257
3040	171598	956966
3041	171611	956670
3042	171622	956361
3043	171636	956068
3044	171650	955773
3045	171660	955458
3046	171672	955158
3047	171685	954860
3048	171699	954569
3049	171711	954263
3050	171724	953967
3051	171734	953656
3052	171748	953362
3053	171760	953060
3054	171770	952751
3055	171783	952453
3056	171794	952146
3057	171807	951851
3058	171818	951548
3059	171832	951256
3060	171844	950957
3061	171859	950672
3062	171871	950371
3063	171881	950061
3064	171896	949775
3065	171907	949469
3066	171920	949179
3067	171933	948887
3068	171947	948595
3069	171960	948302
3070	171970	947996
3071	171985	947709
3072	172000	947429
3073	172011	947126
3074	172025	946840
3075	172040	946557
3076	172053	946267
3077	172064	945960
3078	172077	945673
3079	172091	945384
3080	172106	945107
3081	172124	944840
3082	172135	944537
3083	174085	954873
3084	174096	954567
3085	174110	954279
3086	174124	953991
3087	174137	953697
3088	174148	953393
3089	174161	953098
3090	174173	952800
3091	174185	952498
3092	174199	952211
3093	174212	951920
3094	174228	951640
3095	174238	951332
3096	174252	951046
3097	174265	950755
3098	174276	950453
3099	174291	950170
3100	174304	949879
3101	174316	949578
3102	174328	949285
3103	174339	948981
3104	174350	948678
3105	174364	948391
3106	174375	948092
3107	174388	947802
3108	174403	947525
3109	174415	947229
3110	174427	946933
3111	174440	946642
3112	174451	946343
3113	174465	946060
3114	174478	945766
3115	174491	945481
3116	174505	945194
3117	174518	944908
3118	174529	944606
3119	174543	944322
3120	174557	944039
3121	174568	943741
3122	174581	943454
3123	174594	943167
3124	174605	942870
3125	174619	942585
3126	174632	942299
3127	174641	941993
3128	174653	941700
3129	174663	941396
3130	174675	941107
3131	174688	940816
3132	174698	940514
3133	174711	940232
3134	174725	939950
3135	174738	939664
3136	174752	939387
3137	174768	939114
3138	174782	938834
3139	174796	938558
3140	174811	938281
3141	174825	938003
3142	174838	937720
3143	174851	937437
3144	174866	937159
3145	174880	936881
3146	174891	936591
3147	174905	936309
3148	174919	936034
3149	174929	935735
3150	174943	935457
3151	174958	935181
3152	174969	934892
3153	174984	934616
3154	174998	934340
3155	175012	934065
3156	175025	933782
3157	175039	933507
3158	175055	933243
3159	176863	942527
3160	176877	942245
3161	176889	941956
3162	176903	941677
3163	176917	941396
3164	176930	941111
3165	176941	940817
3166	176953	940529
3167	176964	940236
3168	176977	939954
3169	176989	939662
3170	177003	939385
3171	177015	939099
