pid,year,shape_score,shape_flag,shape_direction,shape_reasons,has_episode
AOI-0017,2017,0.4218968696992013,False,сильнее нормы,спад сдвинут на +33 дн.; пик сдвинут на +27 дн.; средний Z +0.6,False
AOI-0017,2018,0.4413244417445017,False,сильнее нормы,амплитуда 0.21; старт роста сдвинут на -14 дн.; дней ниже нормы 0%,False
AOI-0017,2019,0.4898062710049016,False,сильнее нормы,пик сдвинут на +54 дн.; спад сдвинут на +57 дн.; средний Z +0.8,False
AOI-0017,2020,0.4062727765352701,False,слабее нормы,спад сдвинут на +29 дн.; амплитуда 0.30; старт роста сдвинут на +8 дн.,False
AOI-0017,2021,0.44270613384709556,False,сильнее нормы,спад сдвинут на +62 дн.; пик сдвинут на +18 дн.; амплитуда 0.37,False
AOI-0017,2022,0.4791592763449092,False,сильнее нормы,амплитуда 0.21; старт роста сдвинут на -18 дн.; средний Z +0.7,False
AOI-0017,2023,0.4686915478253252,False,сильнее нормы,спад сдвинут на +42 дн.; пик сдвинут на +29 дн.; старт роста сдвинут на -18 дн.,True
AOI-0017,2024,0.6679312629102981,True,слабее нормы,средний Z -2.7; дней ниже нормы 88%; спад сдвинут на -82 дн.,True
AOI-0017,2025,0.5514182059055135,True,слабее нормы,дней ниже нормы 65%; спад сдвинут на -47 дн.; старт роста сдвинут на -21 дн.,True
AOI-0018,2010,0.4062045591981087,False,сильнее нормы,спад сдвинут на +25 дн.; старт роста сдвинут на +13 дн.; суммарная вегетация 115% нормы,False
AOI-0018,2011,0.446903166077507,False,сильнее нормы,спад сдвинут на +54 дн.; старт роста сдвинут на +30 дн.; средний Z +0.3,True
AOI-0018,2012,0.42760646134275515,False,сильнее нормы,пик сдвинут на +40 дн.; средний Z +0.7; суммарная вегетация 119% нормы,False
AOI-0018,2013,0.49479378696491144,False,сильнее нормы,пик сдвинут на +62 дн.; средний Z +1.0; суммарная вегетация 130% нормы,False
AOI-0018,2014,0.38564301923386896,False,сильнее нормы,амплитуда 0.37; дней ниже нормы 0%; пик сдвинут на -16 дн.,False
AOI-0018,2015,0.4117429318448908,False,слабее нормы,амплитуда 0.34; дней ниже нормы 0%; спад сдвинут на -22 дн.,False
AOI-0018,2016,0.4738704487373992,False,сильнее нормы,спад сдвинут на -58 дн.; амплитуда 0.24; средний Z +0.7,False
AOI-0018,2017,0.4476087907586273,False,сильнее нормы,спад сдвинут на +43 дн.; пик сдвинут на +27 дн.; средний Z +0.7,False
AOI-0018,2018,0.4027845098546077,False,слабее нормы,средний Z -0.4; суммарная вегетация 85% нормы; дней ниже нормы 1%,False
AOI-0018,2019,0.474108143363192,False,слабее нормы,пик сдвинут на +58 дн.; спад сдвинут на +32 дн.; дней ниже нормы 31%,True
AOI-0018,2020,0.4833708697798963,False,слабее нормы,дней ниже нормы 55%; спад сдвинут на -52 дн.; средний Z -0.7,True
AOI-0018,2021,0.46421763525249277,False,слабее нормы,дней ниже нормы 47%; спад сдвинут на -45 дн.; амплитуда 0.65,True
AOI-0018,2022,0.4540160999768631,False,слабее нормы,старт роста сдвинут на +26 дн.; пик сдвинут на +36 дн.; дней ниже нормы 35%,True
AOI-0018,2023,0.48832425576255084,False,слабее нормы,дней ниже нормы 55%; спад сдвинут на -53 дн.; амплитуда 0.71,True
AOI-0018,2024,0.46163502830791603,False,слабее нормы,старт роста сдвинут на +31 дн.; дней ниже нормы 40%; средний Z -0.6,True
AOI-0018,2025,0.5227045946870152,False,слабее нормы,дней ниже нормы 58%; спад сдвинут на -67 дн.; пик сдвинут на -38 дн.,True
AOI-0019,2010,0.3799333052147344,False,слабее нормы,амплитуда 0.59; средний Z -0.2; старт роста сдвинут на +6 дн.,False
AOI-0019,2011,0.458195130603753,False,сильнее нормы,спад сдвинут на +46 дн.; средний Z +0.8; старт роста сдвинут на +22 дн.,True
AOI-0019,2012,0.3819051585694414,False,слабее нормы,дней ниже нормы 0%; пик 102% нормы; старт роста сдвинут на +6 дн.,False
AOI-0019,2013,0.4189947725677271,False,сильнее нормы,пик сдвинут на -28 дн.; пик 85% нормы; амплитуда 0.36,True
AOI-0019,2014,0.42540235429336654,False,слабее нормы,дней ниже нормы 48%; амплитуда 0.68; средний Z -0.5,True
AOI-0019,2015,0.46304744330614833,False,слабее нормы,дней ниже нормы 54%; средний Z -0.9; пик 81% нормы,True
AOI-0019,2016,0.4756376671212198,False,сильнее нормы,средний Z +1.3; спад сдвинут на +48 дн.; суммарная вегетация 126% нормы,False
AOI-0019,2017,0.3814248844833521,False,сильнее нормы,дней ниже нормы 0%; старт роста сдвинут на +9 дн.; средний Z +0.3,False
AOI-0019,2018,0.46799043899338677,False,слабее нормы,средний Z -1.0; дней ниже нормы 37%; пик 78% нормы,True
AOI-0019,2019,0.3779486194903171,False,сильнее нормы,амплитуда 0.63; дней ниже нормы 18%; спад сдвинут на -12 дн.,False
AOI-0019,2020,0.3830860008351917,False,слабее нормы,пик 95% нормы; средний Z -0.4; суммарная вегетация 94% нормы,True
AOI-0019,2021,0.41037309285164425,False,сильнее нормы,старт роста сдвинут на +26 дн.; пик сдвинут на +19 дн.; дней ниже нормы 26%,True
AOI-0019,2022,0.38425860570289444,False,сильнее нормы,амплитуда 0.66; дней ниже нормы 19%; суммарная вегетация 106% нормы,True
AOI-0019,2023,0.4101964949754535,False,сильнее нормы,спад сдвинут на +35 дн.; пик сдвинут на +20 дн.; средний Z +0.4,False
AOI-0019,2024,0.3954059642637408,False,сильнее нормы,дней ниже нормы 30%; амплитуда 0.66; пик сдвинут на -16 дн.,True
AOI-0019,2025,0.39534631516658914,False,слабее нормы,пик 88% нормы; пик сдвинут на -22 дн.; амплитуда 0.40,True
AOI-0020,2010,0.5081963205615304,False,слабее нормы,пик сдвинут на +45 дн.; старт роста сдвинут на +28 дн.; дней ниже нормы 39%,True
AOI-0020,2011,0.4011352150225778,False,сильнее нормы,средний Z +0.8; суммарная вегетация 117% нормы; дней ниже нормы 0%,False
AOI-0020,2012,0.42511796377963645,False,сильнее нормы,старт роста сдвинут на +37 дн.; пик сдвинут на +35 дн.; спад сдвинут на +28 дн.,True
AOI-0020,2013,0.427670304183325,False,слабее нормы,старт роста сдвинут на +20 дн.; пик 78% нормы; амплитуда 0.28,False
AOI-0020,2014,0.3898889738366913,False,слабее нормы,средний Z -0.5; спад сдвинут на -24 дн.; суммарная вегетация 88% нормы,True
AOI-0020,2015,0.37783361999210335,False,слабее нормы,средний Z -0.3; амплитуда 0.59; спад сдвинут на -18 дн.,True
AOI-0020,2016,0.4731035594772746,False,сильнее нормы,спад сдвинут на +61 дн.; старт роста сдвинут на +22 дн.; средний Z +0.7,False
AOI-0020,2017,0.39967337436142525,False,сильнее нормы,спад сдвинут на +22 дн.; старт роста сдвинут на +13 дн.; суммарная вегетация 113% нормы,False
AOI-0020,2018,0.4328470454340467,False,слабее нормы,дней ниже нормы 51%; средний Z -0.7; суммарная вегетация 80% нормы,False
AOI-0020,2019,0.3910539405835501,False,сильнее нормы,амплитуда 0.64; спад сдвинут на -26 дн.; пик 137% нормы,False
AOI-0020,2020,0.38312638512741176,False,слабее нормы,спад сдвинут на -23 дн.; дней ниже нормы 22%; средний Z -0.2,True
AOI-0020,2021,0.38962584268418715,False,сильнее нормы,пик сдвинут на +25 дн.; старт роста сдвинут на +9 дн.; спад сдвинут на +11 дн.,False
AOI-0020,2022,0.43397043755069353,False,сильнее нормы,средний Z +0.7; суммарная вегетация 119% нормы; амплитуда 0.67,False
AOI-0020,2023,0.45933503893304567,False,сильнее нормы,пик сдвинут на +51 дн.; спад сдвинут на +52 дн.; старт роста сдвинут на +23 дн.,True
AOI-0020,2024,0.40909182366422125,False,слабее нормы,дней ниже нормы 41%; спад сдвинут на -30 дн.; амплитуда 0.65,True
AOI-0020,2025,0.40083682259057585,False,слабее нормы,старт роста сдвинут на +20 дн.; дней ниже нормы 0%; средний Z -0.3,False
AOI-0021,2010,0.48397423989077126,False,слабее нормы,старт роста сдвинут на +43 дн.; пик сдвинут на +44 дн.; спад сдвинут на +39 дн.,True
AOI-0021,2011,0.4807002210340763,False,сильнее нормы,средний Z +2.0; суммарная вегетация 129% нормы; спад сдвинут на -33 дн.,False
AOI-0021,2012,0.41918144038498023,False,слабее нормы,старт роста сдвинут на +23 дн.; суммарная вегетация 80% нормы; средний Z -0.4,True
AOI-0021,2013,0.4085290267223021,False,слабее нормы,спад сдвинут на -41 дн.; пик сдвинут на -23 дн.; амплитуда 0.65,True
AOI-0021,2014,0.40208737347807677,False,слабее нормы,спад сдвинут на -31 дн.; амплитуда 0.65; пик 139% нормы,False
AOI-0021,2015,0.46022708640396465,False,сильнее нормы,пик сдвинут на +56 дн.; спад сдвинут на +53 дн.; старт роста сдвинут на +24 дн.,True
AOI-0021,2016,0.39614222024018414,False,сильнее нормы,суммарная вегетация 120% нормы; средний Z +0.5; спад сдвинут на -28 дн.,False
AOI-0021,2017,0.5057534383366833,False,слабее нормы,старт роста сдвинут на +49 дн.; пик сдвинут на +61 дн.; спад сдвинут на +43 дн.,True
AOI-0021,2018,0.40506154539852335,False,слабее нормы,амплитуда 0.69; спад сдвинут на -31 дн.; пик 142% нормы,True
AOI-0021,2019,0.5180657194830831,False,сильнее нормы,старт роста сдвинут на +58 дн.; пик сдвинут на +71 дн.; спад сдвинут на +48 дн.,True
AOI-0021,2020,0.412984023191458,False,слабее нормы,дней ниже нормы 41%; спад сдвинут на -28 дн.; средний Z -0.5,False
AOI-0021,2021,0.4140301291637994,False,слабее нормы,старт роста сдвинут на +27 дн.; пик сдвинут на +23 дн.; суммарная вегетация 88% нормы,False
AOI-0021,2022,0.40971689329868455,False,сильнее нормы,пик 149% нормы; амплитуда 0.67; спад сдвинут на -28 дн.,False
AOI-0021,2023,0.5159462046597122,False,сильнее нормы,старт роста сдвинут на +72 дн.; пик сдвинут на +53 дн.; спад сдвинут на +49 дн.,True
AOI-0021,2024,0.398152487980359,False,слабее нормы,спад сдвинут на -35 дн.; амплитуда 0.63; пик 139% нормы,False
AOI-0021,2025,0.3995544086036902,False,слабее нормы,суммарная вегетация 86% нормы; амплитуда 0.38; дней ниже нормы 1%,False
AOI-0022,2010,0.43289323284573367,False,слабее нормы,старт роста сдвинут на +25 дн.; средний Z -0.5; суммарная вегетация 81% нормы,True
AOI-0022,2011,0.3954220897526423,False,сильнее нормы,средний Z +0.7; амплитуда 0.63; дней ниже нормы 0%,False
AOI-0022,2012,0.39587012701735347,False,слабее нормы,пик сдвинут на -32 дн.; спад сдвинут на -17 дн.; средний Z -0.2,True
AOI-0022,2013,0.4396074595656889,False,слабее нормы,старт роста сдвинут на +46 дн.; пик сдвинут на +27 дн.; спад сдвинут на +29 дн.,True
AOI-0022,2014,0.37785597244917135,False,сильнее нормы,амплитуда 0.65; дней ниже нормы 1%; пик сдвинут на -12 дн.,False
AOI-0022,2015,0.5037447559370737,False,слабее нормы,пик 41% нормы; суммарная вегетация 56% нормы; амплитуда 0.13,True
AOI-0022,2016,0.3975973506460265,False,сильнее нормы,суммарная вегетация 124% нормы; амплитуда 0.69; дней ниже нормы 0%,False
AOI-0022,2017,0.3909440802451104,False,сильнее нормы,амплитуда 0.69; суммарная вегетация 118% нормы; дней ниже нормы 0%,False
AOI-0022,2018,0.42664989440257256,False,слабее нормы,старт роста сдвинут на +33 дн.; спад сдвинут на +39 дн.; пик сдвинут на +23 дн.,False
AOI-0022,2019,0.38580254251715895,False,слабее нормы,амплитуда 0.67; дней ниже нормы 0%; пик 129% нормы,False
AOI-0022,2020,0.40970113054959123,False,слабее нормы,старт роста сдвинут на +25 дн.; суммарная вегетация 86% нормы; пик сдвинут на +13 дн.,False
AOI-0022,2021,0.3860114870843343,False,сильнее нормы,амплитуда 0.67; суммарная вегетация 117% нормы; дней ниже нормы 0%,False
AOI-0022,2022,0.5425483867352792,True,сильнее нормы,старт роста сдвинут на +55 дн.; средний Z +1.4; спад сдвинут на +50 дн.,True
AOI-0022,2023,0.3996541305060255,False,сильнее нормы,амплитуда 0.70; суммарная вегетация 120% нормы; пик 138% нормы,False
AOI-0022,2024,0.5277493490198408,False,слабее нормы,пик 39% нормы; суммарная вегетация 52% нормы; амплитуда 0.12,True
AOI-0022,2025,0.3867857535633437,False,сильнее нормы,амплитуда 0.69; суммарная вегетация 117% нормы; дней ниже нормы 0%,False
AOI-0023,2010,0.49789420448155697,False,слабее нормы,старт роста сдвинут на +60 дн.; пик сдвинут на +38 дн.; спад сдвинут на +33 дн.,True
AOI-0023,2011,0.3830189040764032,False,слабее нормы,амплитуда 0.68; дней ниже нормы 0%; спад сдвинут на -22 дн.,False
AOI-0023,2012,0.4261918676490885,False,слабее нормы,старт роста сдвинут на +35 дн.; пик сдвинут на +32 дн.; спад сдвинут на +30 дн.,True
AOI-0023,2013,0.43714031349620086,False,сильнее нормы,спад сдвинут на -39 дн.; амплитуда 0.70; средний Z +0.6,True
AOI-0023,2014,0.4257261873377149,False,слабее нормы,пик сдвинут на +30 дн.; спад сдвинут на +23 дн.; суммарная вегетация 87% нормы,False
AOI-0023,2015,0.3836297145960314,False,слабее нормы,амплитуда 0.68; спад сдвинут на -28 дн.; пик сдвинут на -10 дн.,False
AOI-0023,2016,0.5773152882394521,True,сильнее нормы,средний Z +1.7; старт роста сдвинут на +40 дн.; спад сдвинут на +66 дн.,False
AOI-0023,2017,0.4033548664240361,False,слабее нормы,амплитуда 0.74; пик сдвинут на -18 дн.; пик 131% нормы,False
AOI-0023,2018,0.4224622652644867,False,слабее нормы,дней ниже нормы 30%; пик сдвинут на +20 дн.; амплитуда 0.65,False
AOI-0023,2019,0.40678286877885544,False,сильнее нормы,амплитуда 0.71; спад сдвинут на -30 дн.; средний Z +0.3,True
AOI-0023,2020,0.44592979099981656,False,слабее нормы,пик сдвинут на -58 дн.; спад сдвинут на -32 дн.; средний Z -0.4,True
AOI-0023,2021,0.4028963440974114,False,слабее нормы,старт роста сдвинут на +17 дн.; амплитуда 0.65; пик сдвинут на +16 дн.,False
AOI-0023,2022,0.39975283901303116,False,сильнее нормы,суммарная вегетация 122% нормы; амплитуда 0.69; средний Z +0.4,False
AOI-0023,2023,0.4687056827245921,False,слабее нормы,старт роста сдвинут на +49 дн.; пик сдвинут на +36 дн.; спад сдвинут на +39 дн.,True
AOI-0023,2024,0.42804108013828074,False,слабее нормы,амплитуда 0.78; спад сдвинут на -28 дн.; дней ниже нормы 25%,True
AOI-0023,2025,0.46379851083708523,False,слабее нормы,старт роста сдвинут на +37 дн.; пик сдвинут на +30 дн.; суммарная вегетация 77% нормы,False
AOI-0024,2010,0.5251577215192811,False,сильнее нормы,старт роста сдвинут на +74 дн.; спад сдвинут на +52 дн.; пик сдвинут на +44 дн.,True
AOI-0024,2011,0.5129687221677509,False,слабее нормы,пик сдвинут на +65 дн.; спад сдвинут на +62 дн.; старт роста сдвинут на +28 дн.,True
AOI-0024,2012,0.4455218596775732,False,слабее нормы,старт роста сдвинут на +31 дн.; спад сдвинут на -35 дн.; суммарная вегетация 84% нормы,False
AOI-0024,2013,0.4539834953028951,False,слабее нормы,старт роста сдвинут на +49 дн.; спад сдвинут на +36 дн.; пик сдвинут на +31 дн.,False
AOI-0024,2014,0.5039746894703178,False,слабее нормы,дней ниже нормы 49%; старт роста сдвинут на +27 дн.; суммарная вегетация 72% нормы,True
AOI-0024,2015,0.3977496398783935,False,сильнее нормы,спад сдвинут на -36 дн.; пик 142% нормы; дней ниже нормы 0%,False
AOI-0024,2016,0.5296321854363045,False,сильнее нормы,старт роста сдвинут на +63 дн.; спад сдвинут на +50 дн.; пик сдвинут на +41 дн.,False
AOI-0024,2017,0.39908965842359007,False,слабее нормы,спад сдвинут на -32 дн.; пик 139% нормы; дней ниже нормы 25%,False
AOI-0024,2018,0.4264408432474087,False,слабее нормы,суммарная вегетация 72% нормы; средний Z -0.8; дней ниже нормы 31%,True
AOI-0024,2019,0.423062173484077,False,сильнее нормы,пик 158% нормы; спад сдвинут на -42 дн.; амплитуда 0.63,False
AOI-0024,2020,0.48070528995217765,False,слабее нормы,старт роста сдвинут на +53 дн.; пик сдвинут на +29 дн.; дней ниже нормы 31%,True
AOI-0024,2021,0.42578247927666646,False,сильнее нормы,пик 161% нормы; спад сдвинут на -36 дн.; суммарная вегетация 118% нормы,False
AOI-0024,2022,0.44406693242560996,False,сильнее нормы,суммарная вегетация 128% нормы; пик 160% нормы; средний Z +0.8,False
AOI-0024,2023,0.4836069353865134,False,сильнее нормы,пик сдвинут на +62 дн.; старт роста сдвинут на +38 дн.; спад сдвинут на +42 дн.,False
AOI-0024,2024,0.5053853363531776,False,слабее нормы,дней ниже нормы 56%; спад сдвинут на -44 дн.; пик 157% нормы,True
AOI-0024,2025,0.4930213977659205,False,слабее нормы,старт роста сдвинут на +48 дн.; суммарная вегетация 74% нормы; пик сдвинут на +27 дн.,True
AOI-0025,2010,0.4418119029091804,False,сильнее нормы,пик сдвинут на +47 дн.; старт роста сдвинут на +30 дн.; спад сдвинут на +41 дн.,False
AOI-0025,2011,0.4832962753998455,False,слабее нормы,пик 64% нормы; старт роста сдвинут на +26 дн.; амплитуда 0.22,True
AOI-0025,2012,0.3787224009875751,False,слабее нормы,дней ниже нормы 0%; спад сдвинут на -22 дн.; пик сдвинут на -12 дн.,False
AOI-0025,2013,0.39678383438560266,False,слабее нормы,суммарная вегетация 86% нормы; старт роста сдвинут на +10 дн.; пик 97% нормы,False
AOI-0025,2014,0.39822687984388605,False,сильнее нормы,суммарная вегетация 120% нормы; амплитуда 0.68; пик 146% нормы,False
AOI-0025,2015,0.46617595640407133,False,слабее нормы,пик 52% нормы; суммарная вегетация 59% нормы; амплитуда 0.17,False
AOI-0025,2016,0.39204171027146095,False,слабее нормы,пик сдвинут на -30 дн.; дней ниже нормы 0%; спад сдвинут на -21 дн.,False
AOI-0025,2017,0.44044097335036475,False,слабее нормы,пик сдвинут на +53 дн.; спад сдвинут на +45 дн.; дней ниже нормы 21%,True
AOI-0025,2018,0.39741267677568476,False,сильнее нормы,амплитуда 0.69; пик 142% нормы; пик сдвинут на -20 дн.,False
AOI-0025,2019,0.48993257409234753,False,слабее нормы,пик 36% нормы; амплитуда 0.09; дней ниже нормы 43%,True
AOI-0025,2020,0.41635212190603127,False,сильнее нормы,суммарная вегетация 123% нормы; амплитуда 0.70; пик 148% нормы,False
AOI-0025,2021,0.417356380023848,False,слабее нормы,старт роста сдвинут на +19 дн.; амплитуда 0.65; пик сдвинут на +16 дн.,False
AOI-0025,2022,0.4113956320321836,False,сильнее нормы,амплитуда 0.72; пик 151% нормы; суммарная вегетация 119% нормы,False
AOI-0025,2023,0.5805113339633683,True,сильнее нормы,средний Z +1.9; пик сдвинут на +69 дн.; спад сдвинут на +65 дн.,False
AOI-0025,2024,0.3944649259763576,False,слабее нормы,амплитуда 0.69; пик 139% нормы; дней ниже нормы 23%,True
AOI-0025,2025,0.5226319964520679,False,слабее нормы,пик 35% нормы; амплитуда 0.07; пик сдвинут на -46 дн.,True
AOI-0026,2010,0.4678317174606707,False,слабее нормы,пик сдвинут на +53 дн.; спад сдвинут на +46 дн.; средний Z +0.8,True
AOI-0026,2011,0.38961316763827775,False,сильнее нормы,средний Z +0.8; суммарная вегетация 120% нормы; дней ниже нормы 0%,False
AOI-0026,2012,0.5264571539646126,False,слабее нормы,дней ниже нормы 56%; суммарная вегетация 50% нормы; пик 39% нормы,True
AOI-0026,2013,0.38090630701492717,False,сильнее нормы,амплитуда 0.66; дней ниже нормы 0%; суммарная вегетация 113% нормы,False
AOI-0026,2014,0.4224085118299381,False,слабее нормы,старт роста сдвинут на +25 дн.; суммарная вегетация 82% нормы; амплитуда 0.64,False
AOI-0026,2015,0.40881529121560783,False,сильнее нормы,суммарная вегетация 125% нормы; амплитуда 0.70; средний Z +0.6,False
AOI-0026,2016,0.44898056418617927,False,слабее нормы,пик 54% нормы; амплитуда 0.21; суммарная вегетация 71% нормы,False
AOI-0026,2017,0.41934313711247106,False,сильнее нормы,суммарная вегетация 130% нормы; амплитуда 0.73; пик 139% нормы,False
AOI-0026,2018,0.4360905850813463,False,слабее нормы,спад сдвинут на +44 дн.; старт роста сдвинут на +19 дн.; пик сдвинут на +28 дн.,False
AOI-0026,2019,0.39062029077277377,False,слабее нормы,амплитуда 0.69; пик 133% нормы; средний Z -0.2,False
AOI-0026,2020,0.5322555082702852,False,слабее нормы,пик 33% нормы; суммарная вегетация 48% нормы; амплитуда 0.09,True
AOI-0026,2021,0.4325570885073122,False,сильнее нормы,суммарная вегетация 130% нормы; амплитуда 0.74; пик 143% нормы,False
AOI-0026,2022,0.39358043001177356,False,слабее нормы,старт роста сдвинут на +15 дн.; амплитуда 0.62; пик сдвинут на +13 дн.,True
AOI-0026,2023,0.44851926996768543,False,сильнее нормы,суммарная вегетация 145% нормы; средний Z +0.9; амплитуда 0.69,False
AOI-0026,2024,0.5451954079030652,True,слабее нормы,суммарная вегетация 47% нормы; пик 36% нормы; амплитуда 0.11,True
AOI-0026,2025,0.4468341931594598,False,сильнее нормы,амплитуда 0.76; суммарная вегетация 127% нормы; пик 144% нормы,False
AOI-0027,2010,0.387537895710942,False,сильнее нормы,старт роста сдвинут на +16 дн.; дней ниже нормы 2%; спад сдвинут на +8 дн.,False
AOI-0027,2011,0.40113173435132443,False,слабее нормы,старт роста сдвинут на +26 дн.; суммарная вегетация 92% нормы; средний Z -0.2,False
AOI-0027,2012,0.47572523010234935,False,сильнее нормы,спад сдвинут на +63 дн.; пик сдвинут на +51 дн.; амплитуда 0.32,False
AOI-0027,2013,0.4388511082894993,False,слабее нормы,средний Z -0.7; амплитуда 0.28; суммарная вегетация 80% нормы,True
AOI-0027,2014,0.3835538680540627,False,слабее нормы,пик сдвинут на -23 дн.; амплитуда 0.61; пик 130% нормы,True
AOI-0027,2015,0.3925845612159127,False,сильнее нормы,старт роста сдвинут на -8 дн.; амплитуда 0.58; дней ниже нормы 4%,False
AOI-0027,2016,0.40133002778484306,False,сильнее нормы,пик сдвинут на -20 дн.; дней ниже нормы 2%; спад сдвинут на -20 дн.,False
AOI-0027,2017,0.395836831910298,False,слабее нормы,старт роста сдвинут на +17 дн.; средний Z -0.3; суммарная вегетация 90% нормы,True
AOI-0027,2018,0.40302532029988186,False,сильнее нормы,пик сдвинут на -20 дн.; дней ниже нормы 0%; амплитуда 0.60,False
AOI-0027,2019,0.45449095971023856,False,слабее нормы,спад сдвинут на +56 дн.; старт роста сдвинут на +32 дн.; пик сдвинут на +24 дн.,True
AOI-0027,2020,0.3828137758250105,False,слабее нормы,амплитуда 0.61; старт роста сдвинут на +7 дн.; средний Z -0.2,True
AOI-0027,2021,0.515037810633243,False,сильнее нормы,спад сдвинут на +96 дн.; пик сдвинут на +48 дн.; средний Z +0.9,True
AOI-0027,2022,0.46811568420560434,False,сильнее нормы,спад сдвинут на +57 дн.; пик сдвинут на +38 дн.; средний Z +0.7,False
AOI-0027,2023,0.42412913374583383,False,сильнее нормы,средний Z +0.8; суммарная вегетация 120% нормы; пик сдвинут на -22 дн.,False
AOI-0027,2024,0.558133524531538,True,слабее нормы,дней ниже нормы 53%; средний Z -1.2; пик 58% нормы,True
AOI-0027,2025,0.4396086842733819,False,сильнее нормы,дней ниже нормы 35%; средний Z +0.6; пик сдвинут на -17 дн.,True
AOI-0028,2010,0.45109027869823903,False,слабее нормы,пик сдвинут на -38 дн.; старт роста сдвинут на +23 дн.; амплитуда 0.64,False
AOI-0028,2011,0.46025125135153516,False,сильнее нормы,старт роста сдвинут на +36 дн.; спад сдвинут на +49 дн.; пик сдвинут на +38 дн.,False
AOI-0028,2012,0.4698645840315953,False,слабее нормы,старт роста сдвинут на +26 дн.; суммарная вегетация 74% нормы; пик сдвинут на -26 дн.,False
AOI-0028,2013,0.49229593999675414,False,слабее нормы,суммарная вегетация 51% нормы; пик 44% нормы; амплитуда 0.10,True
AOI-0028,2014,0.4657133521751494,False,слабее нормы,пик сдвинут на -52 дн.; амплитуда 0.73; пик 139% нормы,False
AOI-0028,2015,0.4238451922822886,False,сильнее нормы,спад сдвинут на +45 дн.; старт роста сдвинут на +24 дн.; пик сдвинут на +24 дн.,False
AOI-0028,2016,0.3888836234970158,False,слабее нормы,амплитуда 0.66; пик сдвинут на -22 дн.; дней ниже нормы 0%,False
AOI-0028,2017,0.4027366550899052,False,слабее нормы,старт роста сдвинут на +19 дн.; амплитуда 0.64; дней ниже нормы 1%,False
AOI-0028,2018,0.42526235098677323,False,сильнее нормы,амплитуда 0.73; пик сдвинут на -30 дн.; пик 139% нормы,False
AOI-0028,2019,0.4989293651480574,False,слабее нормы,пик 34% нормы; амплитуда 0.08; суммарная вегетация 64% нормы,True
AOI-0028,2020,0.41244441917502106,False,сильнее нормы,амплитуда 0.73; суммарная вегетация 124% нормы; пик 140% нормы,False
AOI-0028,2021,0.5296247931436955,False,сильнее нормы,старт роста сдвинут на +54 дн.; спад сдвинут на +54 дн.; средний Z +1.0,True
AOI-0028,2022,0.4321545184141585,False,сильнее нормы,амплитуда 0.76; суммарная вегетация 122% нормы; пик 143% нормы,True
AOI-0028,2023,0.48599466172772865,False,слабее нормы,пик 39% нормы; амплитуда 0.11; суммарная вегетация 57% нормы,True
AOI-0028,2024,0.42941949605717217,False,слабее нормы,амплитуда 0.75; пик сдвинут на -25 дн.; пик 138% нормы,True
AOI-0028,2025,0.42375374195918786,False,слабее нормы,старт роста сдвинут на +30 дн.; суммарная вегетация 82% нормы; средний Z -0.3,False
AOI-0029,2010,0.4190238231646369,False,сильнее нормы,пик сдвинут на -32 дн.; амплитуда 0.70; пик 137% нормы,False
AOI-0029,2011,0.37328205586215424,False,сильнее нормы,дней ниже нормы 0%; средний Z +0.2; амплитуда 0.54,False
AOI-0029,2012,0.4064982959899784,False,слабее нормы,пик сдвинут на +29 дн.; спад сдвинут на +31 дн.; старт роста сдвинут на +11 дн.,True
AOI-0029,2013,0.39204405241922013,False,сильнее нормы,пик сдвинут на -27 дн.; амплитуда 0.64; пик 133% нормы,False
AOI-0029,2014,0.4716232143091286,False,слабее нормы,пик 59% нормы; суммарная вегетация 70% нормы; амплитуда 0.23,True
AOI-0029,2015,0.43275335980789215,False,слабее нормы,амплитуда 0.75; пик 149% нормы; суммарная вегетация 114% нормы,False
AOI-0029,2016,0.44450618601084796,False,сильнее нормы,спад сдвинут на +45 дн.; пик сдвинут на +29 дн.; суммарная вегетация 122% нормы,False
AOI-0029,2017,0.3770413980739711,False,сильнее нормы,пик сдвинут на -21 дн.; дней ниже нормы 0%; амплитуда 0.59,False
AOI-0029,2018,0.4971253760077055,False,слабее нормы,суммарная вегетация 53% нормы; пик 46% нормы; амплитуда 0.15,True
AOI-0029,2019,0.3938476286108107,False,слабее нормы,амплитуда 0.70; пик 139% нормы; суммарная вегетация 110% нормы,False
AOI-0029,2020,0.42676039786135206,False,слабее нормы,пик сдвинут на +20 дн.; суммарная вегетация 83% нормы; амплитуда 0.64,False
AOI-0029,2021,0.41586582793523597,False,сильнее нормы,амплитуда 0.71; пик 141% нормы; суммарная вегетация 114% нормы,False
AOI-0029,2022,0.5846815226562321,True,сильнее нормы,средний Z +2.5; старт роста сдвинут на +57 дн.; спад сдвинут на +58 дн.,True
AOI-0029,2023,0.42556958703391917,False,сильнее нормы,суммарная вегетация 126% нормы; амплитуда 0.71; пик 147% нормы,False
AOI-0029,2024,0.5466385659890839,True,слабее нормы,суммарная вегетация 50% нормы; пик 43% нормы; амплитуда 0.13,True
AOI-0029,2025,0.43923787883744586,False,сильнее нормы,амплитуда 0.76; пик 148% нормы; пик сдвинут на -25 дн.,False
AOI-0030,2010,0.4861820527169126,False,слабее нормы,дней ниже нормы 61%; средний Z -1.2; старт роста сдвинут на +11 дн.,True
