sensor,date,tile,orbit,platform,cloud,lat,lon,nodata
landsat,2010-12-21,172/028,172,landsat-5,84.0,45.996735,42.925058484999994,84.0
landsat,2010-12-20,173/028,173,landsat-7,4.0,46.020745,41.460613365,4.0
landsat,2010-12-20,173/027,173,landsat-7,4.0,47.441705,41.990933605,4.0
landsat,2010-12-20,173/026,173,landsat-7,42.0,48.85689,42.502254135,42.0
landsat,2010-12-19,174/028,174,landsat-5,20.0,46.0116,39.88270841,20.0
landsat,2010-12-19,174/027,174,landsat-5,66.0,47.424705,40.43545866,67.0
landsat,2010-12-19,174/026,174,landsat-5,11.0,48.836079999999995,40.997643945,11.0
landsat,2010-12-14,171/028,171,landsat-5,25.0,46.010715,44.496453445,25.0
landsat,2010-12-14,171/027,171,landsat-5,91.0,47.420345,45.037818720000004,91.0
landsat,2010-12-14,171/026,171,landsat-5,54.0,48.839565,45.61631901,54.0
landsat,2010-11-26,173/028,173,landsat-5,96.0,46.013425,41.430923355000004,96.0
landsat,2010-11-26,173/027,173,landsat-5,56.0,47.434155,41.976338604999995,56.0
landsat,2010-11-26,173/026,173,landsat-5,48.0,48.844395,42.476829105,48.0
landsat,2010-11-26,173/025,173,landsat-5,27.0,50.26074,43.06599945,27.0
landsat,2010-11-19,172/028,172,landsat-5,93.0,46.005795,42.90713349,93.0
landsat,2010-11-19,172/027,172,landsat-5,100.0,47.42554,43.45089377,100.0
landsat,2010-11-19,172/026,172,landsat-5,100.0,48.845150000000004,44.025424075000004,100.0
landsat,2010-11-19,172/025,172,landsat-5,19.0,50.248099999999994,44.616934395,19.0
landsat,2010-11-17,174/028,174,landsat-5,61.0,46.021074999999996,39.871003404999996,61.0
landsat,2010-11-17,174/027,174,landsat-5,55.0,47.435625,40.41760367,54.0
landsat,2010-11-17,174/026,174,landsat-5,92.0,48.845600000000005,40.987968955,92.0
landsat,2010-11-17,174/025,174,landsat-5,73.0,50.262775000000005,41.584684265,73.0
landsat,2010-11-16,175/025,175,landsat-7,0.0,50.270215,40.041309345,0.0
landsat,2010-11-15,176/028,176,landsat-5,5.0,46.020215,36.737903495,4.0
landsat,2010-11-15,176/027,176,landsat-5,41.0,47.43391,37.273298765,37.0
landsat,2010-11-15,176/026,176,landsat-5,7.0,48.8436,37.844034074999996,7.0
landsat,2010-11-15,176/025,176,landsat-5,15.0,50.251490000000004,38.440744405000004,15.0
landsat,2010-11-12,171/028,171,landsat-5,75.0,46.01468,44.482593449999996,75.0
landsat,2010-11-12,171/027,171,landsat-5,77.0,47.42703,45.029723715,77.0
landsat,2010-11-12,171/026,171,landsat-5,47.0,48.844925,45.605964009999994,47.0
landsat,2010-11-12,171/025,171,landsat-5,55.0,50.252759999999995,46.21052433,55.0
landsat,2010-11-11,172/028,172,landsat-7,36.0,46.022365,42.937303494999995,36.0
landsat,2010-11-11,172/027,172,landsat-7,18.0,47.439364999999995,43.48892378,18.0
landsat,2010-11-11,172/026,172,landsat-7,51.0,48.853345,44.06275409,51.0
landsat,2010-11-11,172/025,172,landsat-7,47.0,50.269575,44.6511444,47.0
landsat,2010-11-10,173/028,173,landsat-5,50.0,46.009474999999995,41.42491835,50.0
landsat,2010-11-10,173/027,173,landsat-5,72.0,47.43303,41.96640361,72.0
landsat,2010-11-10,173/026,173,landsat-5,67.0,48.844085,42.464399115,67.0
landsat,2010-11-10,173/025,173,landsat-5,47.0,50.261889999999994,43.053274455,47.0
landsat,2010-11-09,174/028,174,landsat-7,1.0,46.02067,39.90657842,1.0
landsat,2010-11-08,175/028,175,landsat-5,5.0,46.015100000000004,38.291258455000005,2.0
landsat,2010-11-08,175/027,175,landsat-5,64.0,47.42828,38.83924373,63.0
landsat,2010-11-08,175/026,175,landsat-5,67.0,48.847,39.414199015,67.0
landsat,2010-11-08,175/025,175,landsat-5,31.0,50.25443,40.01518934,31.0
landsat,2010-11-07,176/028,176,landsat-7,15.0,46.0205,36.760948495,30.0
landsat,2010-11-06,177/025,177,landsat-5,85.0,50.269515,36.865454465,85.0
landsat,2010-11-03,172/029,172,landsat-5,1.0,44.639129999999994,42.39836324,1.0
landsat,2010-11-03,172/028,172,landsat-5,1.0,46.044979999999995,42.911438495,1.0
landsat,2010-11-03,172/027,172,landsat-5,18.0,47.463355,43.455918765,18.0
landsat,2010-11-01,174/028,174,landsat-5,26.0,46.018645,39.831568415,26.0
landsat,2010-11-01,174/027,174,landsat-5,33.0,47.43339,40.379048665,34.0
landsat,2010-11-01,174/026,174,landsat-5,26.0,48.85435,40.949433955,26.0
landsat,2010-11-01,174/025,174,landsat-5,6.0,50.26374,41.540499265,6.0
landsat,2010-10-31,175/025,175,landsat-7,68.0,50.270160000000004,40.052049345,68.0
landsat,2010-10-30,176/028,176,landsat-5,27.0,46.0821,36.727553505,28.0
landsat,2010-10-30,176/027,176,landsat-5,15.0,47.49718,37.261188785,16.0
landsat,2010-10-30,176/026,176,landsat-5,59.0,48.909565,37.829894089999996,59.0
landsat,2010-10-30,176/025,176,landsat-5,81.0,50.324295,38.422614435,81.0
landsat,2010-10-26,172/028,172,landsat-7,18.0,46.019864999999996,42.9489385,18.0
landsat,2010-10-26,172/027,172,landsat-7,6.0,47.440560000000005,43.47887377,6.0
landsat,2010-10-26,172/026,172,landsat-7,13.0,48.854600000000005,44.050299075,13.0
landsat,2010-10-25,173/028,173,landsat-5,5.0,46.021585,41.361478355,5.0
landsat,2010-10-25,173/027,173,landsat-5,0.0,47.43873000000001,41.901003605,0.0
landsat,2010-10-25,173/026,173,landsat-5,0.0,48.859,42.40234912,0.0
landsat,2010-10-25,173/025,173,landsat-5,0.0,50.270235,42.985504465,0.0
landsat,2010-10-24,174/028,174,landsat-7,8.0,46.01939,39.892688405,8.0
landsat,2010-10-24,174/027,174,landsat-7,11.0,47.437740000000005,40.454278689999995,11.0
landsat,2010-10-24,174/026,174,landsat-7,29.0,48.85722,41.01117396,29.0
landsat,2010-10-24,174/025,174,landsat-7,4.0,50.268955,41.60422427,4.0
landsat,2010-10-23,175/028,175,landsat-5,21.0,46.031040000000004,38.24172346,23.0
landsat,2010-10-23,175/027,175,landsat-5,0.0,47.445814999999996,38.786473735,0.0
landsat,2010-10-23,175/026,175,landsat-5,0.0,48.859314999999995,39.358004025,0.0
landsat,2010-10-23,175/025,175,landsat-5,12.0,50.280535,39.959919355,12.0
landsat,2010-10-22,176/028,176,landsat-7,10.0,46.020425,36.757083495,8.0
landsat,2010-10-22,176/027,176,landsat-7,22.0,47.438295,37.306653785,25.0
landsat,2010-10-22,176/026,176,landsat-7,29.0,48.857085,37.866664075,29.0
landsat,2010-10-20,170/028,170,landsat-5,55.0,46.033675,45.995478405,55.0
landsat,2010-10-18,172/028,172,landsat-5,86.0,46.012699999999995,42.83908349,86.0
landsat,2010-10-18,172/027,172,landsat-5,50.0,47.435555,43.38774877,50.0
landsat,2010-10-18,172/026,172,landsat-5,100.0,48.855464999999995,43.958464075,100.0
landsat,2010-10-18,172/025,172,landsat-5,100.0,50.266864999999996,44.556589415000005,100.0
landsat,2010-10-16,174/028,174,landsat-5,44.0,46.033665,39.812053410000004,44.0
landsat,2010-10-16,174/027,174,landsat-5,16.0,47.448505,40.357198675,17.0
landsat,2010-10-16,174/026,174,landsat-5,0.0,48.862894999999995,40.92314896,0.0
landsat,2010-10-16,174/025,174,landsat-5,0.0,50.273845,41.511544275,0.0
landsat,2010-10-14,176/028,176,landsat-5,6.0,46.027159999999995,36.675663495,15.0
landsat,2010-10-14,176/027,176,landsat-5,0.0,47.442535,37.211388775,0.0
landsat,2010-10-14,176/026,176,landsat-5,0.0,48.857865000000004,37.77689908,0.0
landsat,2010-10-14,176/025,176,landsat-5,15.0,50.27693,38.378079415,15.0
landsat,2010-10-13,177/025,177,landsat-7,31.0,50.2673,36.903084480000004,31.0
landsat,2010-10-09,173/028,173,landsat-5,100.0,46.02552,41.36937836,100.0
landsat,2010-10-09,173/027,173,landsat-5,70.0,47.44667,41.90933861,70.0
landsat,2010-10-09,173/026,173,landsat-5,20.0,48.86184,42.40636912,20.0
landsat,2010-10-09,173/025,173,landsat-5,3.0,50.28121,42.991469465,3.0
landsat,2010-10-08,174/028,174,landsat-7,100.0,46.020675,39.89868842,100.0
landsat,2010-10-08,174/027,174,landsat-7,80.0,47.436485000000005,40.446098684999995,80.0
landsat,2010-10-08,174/026,174,landsat-7,33.0,48.854600000000005,41.00496396,33.0
landsat,2010-10-08,174/025,174,landsat-7,14.0,50.268795,41.610674285,14.0
landsat,2010-10-07,175/028,175,landsat-5,96.0,46.02432,38.23785346,95.0
landsat,2010-10-07,175/027,175,landsat-5,61.0,47.4418,38.78447373,56.0
landsat,2010-10-07,175/026,175,landsat-5,30.0,48.855305,39.355904030000005,30.0
landsat,2010-10-07,175/025,175,landsat-5,84.0,50.277885,39.957719354999995,84.0
landsat,2010-10-05,177/025,177,landsat-5,100.0,50.268600000000006,36.808789465000004,100.0
landsat,2010-10-04,170/028,170,landsat-5,98.0,46.018915,45.991288409999996,98.0
landsat,2010-10-02,172/028,172,landsat-5,82.0,46.03326,42.8537885,82.0
landsat,2010-10-02,172/027,172,landsat-5,100.0,47.44381,43.39550878,100.0
landsat,2010-10-02,172/026,172,landsat-5,100.0,48.859595,43.964604085000005,100.0
landsat,2010-10-02,172/025,172,landsat-5,58.0,50.281765,44.56720441,58.0
landsat,2010-10-01,173/028,173,landsat-7,15.0,46.018209999999996,41.452748365000005,15.0
landsat,2010-09-30,174/028,174,landsat-5,96.0,46.02287,39.811893409999996,96.0
landsat,2010-09-30,174/027,174,landsat-5,100.0,47.44046,40.356988675,100.0
landsat,2010-09-30,174/026,174,landsat-5,89.0,48.853515,40.920743959999996,89.0
landsat,2010-09-30,174/025,174,landsat-5,85.0,50.273830000000004,41.513609275,85.0
landsat,2010-09-28,176/028,176,landsat-5,80.0,46.024615,36.683438505,88.0
landsat,2010-09-28,176/027,176,landsat-5,88.0,47.431805,37.213788775,87.0
landsat,2010-09-28,176/026,176,landsat-5,39.0,48.855255,37.78322408,39.0
landsat,2010-09-28,176/025,176,landsat-5,54.0,50.266185,38.380374415,54.0
landsat,2010-09-27,177/025,177,landsat-7,45.0,50.27668,36.82482947,45.0
landsat,2010-09-25,171/028,171,landsat-5,0.0,46.028090000000006,44.435118455,0.0
landsat,2010-09-25,171/027,171,landsat-5,0.0,47.44603,44.981083725,0.0
landsat,2010-09-25,171/026,171,landsat-5,0.0,48.860150000000004,45.549869015,0.0
landsat,2010-09-25,171/025,171,landsat-5,2.0,50.27371,46.14880934,2.0
landsat,2010-09-23,173/028,173,landsat-5,25.0,46.021384999999995,41.374943355,25.0
landsat,2010-09-23,173/027,173,landsat-5,5.0,47.438559999999995,41.910843605,5.0
landsat,2010-09-23,173/026,173,landsat-5,5.0,48.851150000000004,42.41102412,5.0
landsat,2010-09-23,173/025,173,landsat-5,11.0,50.27191,42.998289455,11.0
landsat,2010-09-22,174/028,174,landsat-7,86.0,46.023815,39.837598424999996,86.0
landsat,2010-09-22,174/027,174,landsat-7,77.0,47.43988,40.385403690000004,76.0
landsat,2010-09-22,174/026,174,landsat-7,24.0,48.860995,40.943873960000005,24.0
landsat,2010-09-22,174/025,174,landsat-7,26.0,50.274185,41.54786929,26.0
landsat,2010-09-19,177/025,177,landsat-5,65.0,50.27017,36.821399465,65.0
landsat,2010-09-18,170/028,170,landsat-5,34.0,46.022845000000004,46.009083405,34.0
landsat,2010-09-17,171/025,171,landsat-7,52.0,50.277339999999995,46.161809345,52.0
landsat,2010-09-16,172/028,172,landsat-5,79.0,46.018625,42.86413349,79.0
landsat,2010-09-16,172/027,172,landsat-5,71.0,47.435770000000005,43.399903769999995,71.0
landsat,2010-09-16,172/026,172,landsat-5,18.0,48.856965,43.97306407,18.0
landsat,2010-09-16,172/025,172,landsat-5,10.0,50.269645,44.571629404999996,10.0
landsat,2010-09-14,174/026,174,landsat-5,0.0,48.856015,40.93511896,0.0
landsat,2010-09-14,174/025,174,landsat-5,0.0,50.268254999999996,41.523794275,0.0
landsat,2010-09-12,176/027,176,landsat-5,0.0,47.434675,37.225628775000004,1.0
landsat,2010-09-12,176/026,176,landsat-5,20.0,48.84999,37.793789079999996,20.0
landsat,2010-09-12,176/025,176,landsat-5,13.0,50.27033,38.395344415,13.0
landsat,2010-09-11,177/025,177,landsat-7,2.0,50.274205,36.835509470000005,2.0
landsat,2010-09-10,170/028,170,landsat-7,0.0,46.023775,46.02889342,0.0
landsat,2010-09-09,171/028,171,landsat-5,85.0,46.01864,44.435203455,85.0
landsat,2010-09-09,171/027,171,landsat-5,91.0,47.4338,44.98311374,91.0
landsat,2010-09-09,171/026,171,landsat-5,100.0,48.853355,45.556059024999996,100.0
landsat,2010-09-09,171/025,171,landsat-5,78.0,50.261525000000006,46.150679345,78.0
landsat,2010-09-07,173/028,173,landsat-5,65.0,46.021085,41.388528355000005,65.0
landsat,2010-09-07,173/027,173,landsat-5,51.0,47.438095000000004,41.928753605,51.0
landsat,2010-09-07,173/026,173,landsat-5,1.0,48.8515,42.42735912,1.0
landsat,2010-09-07,173/025,173,landsat-5,8.0,50.272185,43.01511946,8.0
landsat,2010-09-06,174/028,174,landsat-7,0.0,46.025165,39.83755841,0.0
landsat,2010-09-06,174/027,174,landsat-7,0.0,47.442395000000005,40.401683685,0.0
landsat,2010-09-05,175/028,175,landsat-5,28.0,46.013645,38.257728459999996,10.0
landsat,2010-09-05,175/027,175,landsat-5,43.0,47.42836,38.80276373,40.0
landsat,2010-09-05,175/026,175,landsat-5,71.0,48.852585,39.37464903,71.0
landsat,2010-09-05,175/025,175,landsat-5,99.0,50.266980000000004,39.976829355,99.0
landsat,2010-09-03,177/025,177,landsat-5,38.0,50.264855,36.825859460000004,38.0
landsat,2010-09-02,170/028,170,landsat-5,0.0,46.02278,46.016973405,0.0
landsat,2010-09-01,171/028,171,landsat-7,0.0,46.02252,44.464743459999994,0.0
landsat,2010-09-01,171/027,171,landsat-7,0.0,47.444395,45.00135872,0.0
landsat,2010-09-01,171/026,171,landsat-7,0.0,48.859700000000004,45.58742403,0.0
landsat,2010-09-01,171/025,171,landsat-7,8.0,50.27171,46.187519355,8.0
landsat,2010-08-31,172/028,172,landsat-5,0.0,46.021609999999995,42.881428490000005,0.0
landsat,2010-08-31,172/027,172,landsat-5,14.0,47.438675,43.41602877,14.0
landsat,2010-08-31,172/026,172,landsat-5,22.0,48.85167,43.98568907,22.0
landsat,2010-08-31,172/025,172,landsat-5,3.0,50.262905,44.582424405,3.0
landsat,2010-08-30,173/028,173,landsat-7,4.0,46.025980000000004,41.402588355,4.0
landsat,2010-08-30,173/027,173,landsat-7,0.0,47.443960000000004,41.955378620000005,0.0
landsat,2010-08-30,173/026,173,landsat-7,8.0,48.857205,42.45320413,8.0
landsat,2010-08-30,173/025,173,landsat-7,22.0,50.27478,43.027214459999996,22.0
landsat,2010-08-29,174/028,174,landsat-5,0.0,46.022705,39.84147341,0.0
landsat,2010-08-29,174/027,174,landsat-5,0.0,47.43875,40.38932867,0.0
landsat,2010-08-29,174/026,174,landsat-5,1.0,48.852990000000005,40.95544896,1.0
landsat,2010-08-29,174/025,174,landsat-5,47.0,50.273055,41.549399275,47.0
landsat,2010-08-28,175/028,175,landsat-7,0.0,46.02437,38.287143470000004,0.0
landsat,2010-08-27,176/028,176,landsat-5,0.0,46.02243,36.708843494999996,0.0
landsat,2010-08-27,176/027,176,landsat-5,13.0,47.438955,37.243388769999996,15.0
landsat,2010-08-27,176/026,176,landsat-5,42.0,48.85279,37.81040408,42.0
landsat,2010-08-27,176/025,176,landsat-5,60.0,50.271715,38.41038941,60.0
landsat,2010-08-26,177/025,177,landsat-7,10.0,50.27338,36.864864485,10.0
landsat,2010-08-24,171/028,171,landsat-5,0.0,46.02004,44.45887345,0.0
landsat,2010-08-24,171/027,171,landsat-5,0.0,47.43517,45.005408725,0.0
landsat,2010-08-24,171/026,171,landsat-5,0.0,48.84918,45.578929020000004,0.0
landsat,2010-08-24,171/025,171,landsat-5,6.0,50.267945,46.183034340000006,6.0
landsat,2010-08-23,172/028,172,landsat-7,0.0,46.02445,42.902338490000005,0.0
landsat,2010-08-23,172/027,172,landsat-7,0.0,47.441565,43.450338785,0.0
landsat,2010-08-22,173/028,173,landsat-5,0.0,46.018074999999996,41.40389835,0.0
landsat,2010-08-22,173/027,173,landsat-5,0.0,47.435024999999996,41.942533605,0.0
landsat,2010-08-22,173/026,173,landsat-5,0.0,48.847719999999995,42.43987911,0.0
landsat,2010-08-22,173/025,173,landsat-5,4.0,50.26694,43.027884455,4.0
landsat,2010-08-21,174/025,174,landsat-7,27.0,50.27221,41.577184285,27.0
landsat,2010-08-20,175/028,175,landsat-5,25.0,46.02319,38.279318454999995,38.0
landsat,2010-08-20,175/027,175,landsat-5,42.0,47.439144999999996,38.82501873,48.0
landsat,2010-08-20,175/026,175,landsat-5,69.0,48.853845,39.397589025,69.0
landsat,2010-08-20,175/025,175,landsat-5,70.0,50.26411,39.99609935,70.0
landsat,2010-08-19,176/028,176,landsat-7,6.0,46.0214,36.73562851,21.0
landsat,2010-08-19,176/027,176,landsat-7,8.0,47.443015,37.258838775,9.0
landsat,2010-08-19,176/026,176,landsat-7,5.0,48.85826,37.843594095,5.0
landsat,2010-08-19,176/025,176,landsat-7,16.0,50.274215,38.429709415000005,16.0
landsat,2010-08-18,177/025,177,landsat-5,31.0,50.269284999999996,36.848714470000004,31.0
landsat,2010-08-17,170/028,170,landsat-5,16.0,46.02399,46.0307734,16.0
landsat,2010-08-16,171/028,171,landsat-7,11.0,46.022589999999994,44.474633455,11.0
landsat,2010-08-16,171/027,171,landsat-7,0.0,47.440355,45.033788735,0.0
landsat,2010-08-16,171/026,171,landsat-7,0.0,48.85966,45.595734019999995,0.0
landsat,2010-08-16,171/025,171,landsat-7,0.0,50.274205,46.20907436,0.0
landsat,2010-08-15,172/028,172,landsat-5,51.0,46.016495,42.899033495,51.0
landsat,2010-08-15,172/027,172,landsat-5,12.0,47.43348,43.43443377,12.0
landsat,2010-08-15,172/026,172,landsat-5,0.0,48.854475,44.00649407,0.0
landsat,2010-08-15,172/025,172,landsat-5,0.0,50.265635,44.606034405,0.0
landsat,2010-08-13,174/028,174,landsat-5,55.0,46.025245,39.85728841,55.0
landsat,2010-08-13,174/027,174,landsat-5,90.0,47.439865,40.405603675,90.0
landsat,2010-08-13,174/026,174,landsat-5,68.0,48.855360000000005,40.97197896,68.0
landsat,2010-08-13,174/025,174,landsat-5,58.0,50.27548,41.562164275,58.0
landsat,2010-08-12,175/028,175,landsat-7,43.0,46.024415000000005,38.29510345,55.0
landsat,2010-08-12,175/027,175,landsat-7,10.0,47.441645,38.85743874,11.0
landsat,2010-08-12,175/026,175,landsat-7,26.0,48.861644999999996,39.418504025000004,26.0
landsat,2010-08-08,171/028,171,landsat-5,1.0,46.014655000000005,44.46879345,1.0
landsat,2010-08-08,171/027,171,landsat-5,1.0,47.429755,45.011483725000005,1.0
landsat,2010-08-08,171/026,171,landsat-5,10.0,48.85178,45.58730402,10.0
landsat,2010-08-08,171/025,171,landsat-5,37.0,50.2625,46.185039335,37.0
landsat,2010-08-07,172/028,172,landsat-7,0.0,46.02606,42.915918489999996,0.0
landsat,2010-08-07,172/027,172,landsat-7,0.0,47.44161,43.454468775,0.0
landsat,2010-08-06,173/028,173,landsat-5,0.0,46.015095,41.41545335,0.0
landsat,2010-08-06,173/027,173,landsat-5,0.0,47.43069,41.95426861,0.0
landsat,2010-08-06,173/026,173,landsat-5,0.0,48.85204,42.453879119999996,0.0
landsat,2010-08-06,173/025,173,landsat-5,0.0,50.263035,43.038479460000005,0.0
landsat,2010-08-05,174/028,174,landsat-7,0.0,46.024995000000004,39.867138409999995,0.0
landsat,2010-08-05,174/027,174,landsat-7,0.0,47.44212,40.428018685,0.0
landsat,2010-08-05,174/026,174,landsat-7,2.0,48.85749,40.996923975,2.0
landsat,2010-08-05,174/025,174,landsat-7,1.0,50.274965,41.577149275,1.0
landsat,2010-08-04,175/028,175,landsat-5,0.0,46.013705,38.277453460000004,0.0
landsat,2010-08-04,175/027,175,landsat-5,2.0,47.428325,38.82302873,3.0
landsat,2010-08-04,175/026,175,landsat-5,15.0,48.851095,39.397564020000004,15.0
landsat,2010-08-04,175/025,175,landsat-5,7.0,50.26135,39.996039350000004,7.0
landsat,2010-08-03,176/028,176,landsat-7,0.0,46.02538,36.733618495,1.0
landsat,2010-08-03,176/027,176,landsat-7,0.0,47.443355,37.280658785,0.0
landsat,2010-08-03,176/026,176,landsat-7,1.0,48.862265,37.83942408,1.0
landsat,2010-08-03,176/025,176,landsat-7,29.0,50.272904999999994,38.43833941,29.0
landsat,2010-08-02,177/025,177,landsat-5,21.0,50.269369999999995,36.857039465,21.0
landsat,2010-08-01,170/028,170,landsat-5,0.0,46.01983,46.038608405000005,0.0
landsat,2010-07-31,171/028,171,landsat-7,0.0,46.022665,44.488413460000004,0.0
landsat,2010-07-31,171/027,171,landsat-7,0.0,47.4444,45.02567872,0.0
landsat,2010-07-31,171/026,171,landsat-7,0.0,48.858335,45.597784015,0.0
landsat,2010-07-31,171/025,171,landsat-7,0.0,50.271515,46.211154355000005,0.0
landsat,2010-07-30,172/028,172,landsat-5,0.0,46.016504999999995,42.900938495000005,0.0
landsat,2010-07-30,172/027,172,landsat-5,0.0,47.43073,43.43452377,0.0
landsat,2010-07-30,172/026,172,landsat-5,9.0,48.853125000000006,44.006494075,9.0
landsat,2010-07-30,172/025,172,landsat-5,27.0,50.2629,44.603909404999996,27.0
landsat,2010-07-29,173/028,173,landsat-7,1.0,46.025575,41.423858355,1.0
landsat,2010-07-29,173/027,173,landsat-7,0.0,47.44478,41.97723862,0.0
landsat,2010-07-29,173/026,173,landsat-7,0.0,48.857635,42.47363413,0.0
landsat,2010-07-29,173/025,173,landsat-7,0.0,50.27512,43.04825446,0.0
landsat,2010-07-28,174/028,174,landsat-5,0.0,46.018485,39.855228415,0.0
landsat,2010-07-28,174/027,174,landsat-5,0.0,47.434465,40.403423675,0.0
landsat,2010-07-28,174/026,174,landsat-5,1.0,48.84728,40.969643954999995,1.0
landsat,2010-07-28,174/025,174,landsat-5,8.0,50.267340000000004,41.561794275,8.0
landsat,2010-07-27,175/028,175,landsat-7,0.0,46.02308,38.293133455,0.0
landsat,2010-07-27,175/027,175,landsat-7,0.0,47.44164,38.85338374,0.0
landsat,2010-07-27,175/026,175,landsat-7,0.0,48.861655,39.414329025,0.0
landsat,2010-07-23,171/025,171,landsat-5,76.0,50.266575,46.178734345,76.0
landsat,2010-07-21,173/028,173,landsat-5,18.0,46.01384,41.409653355,18.0
landsat,2010-07-21,173/027,173,landsat-5,47.0,47.437470000000005,41.950703605,47.0
landsat,2010-07-21,173/026,173,landsat-5,39.0,48.850535,42.44773412,39.0
landsat,2010-07-21,173/025,173,landsat-5,0.0,50.26836,43.034044465,0.0
landsat,2010-07-20,174/028,174,landsat-7,3.0,46.02896,39.87910342,3.0
landsat,2010-07-20,174/027,174,landsat-7,0.0,47.4517,40.41601367,0.0
landsat,2010-07-20,174/026,174,landsat-7,0.0,48.86578,40.984898959999995,0.0
landsat,2010-07-20,174/025,174,landsat-7,0.0,50.27874,41.590144295,0.0
landsat,2010-07-19,175/028,175,landsat-5,54.0,46.020475000000005,38.287243455,51.0
landsat,2010-07-19,175/027,175,landsat-5,40.0,47.436425,38.83110873,31.0
landsat,2010-07-19,175/026,175,landsat-5,1.0,48.84838,39.40170902,1.0
landsat,2010-07-19,175/025,175,landsat-5,0.0,50.269375,40.004804355000005,0.0
landsat,2010-07-18,176/028,176,landsat-7,17.0,46.025595,36.743248505,38.0
landsat,2010-07-18,176/027,176,landsat-7,2.0,47.4406,37.276773785,2.0
landsat,2010-07-18,176/026,176,landsat-7,2.0,48.859579999999994,37.837399075,2.0
landsat,2010-07-18,176/025,176,landsat-7,2.0,50.272975,38.44901943,2.0
landsat,2010-07-17,177/025,177,landsat-5,8.0,50.26256,36.853094475000006,8.0
landsat,2010-07-16,170/028,170,landsat-5,16.0,46.015845,46.030668410000004,16.0
landsat,2010-07-15,171/028,171,landsat-7,0.0,46.02262,44.476603455,0.0
landsat,2010-07-15,171/027,171,landsat-7,0.0,47.440355,45.033788735,0.0
landsat,2010-07-15,171/026,171,landsat-7,15.0,48.86103,45.597819015,15.0
landsat,2010-07-15,171/025,171,landsat-7,28.0,50.272975,46.19604434,28.0
landsat,2010-07-14,172/028,172,landsat-5,23.0,46.019270000000006,42.904708494999994,23.0
landsat,2010-07-14,172/027,172,landsat-5,42.0,47.436234999999996,43.44043877,42.0
landsat,2010-07-14,172/026,172,landsat-5,0.0,48.849064999999996,44.00863408,0.0
landsat,2010-07-14,172/025,172,landsat-5,8.0,50.266995,44.610309415,8.0
landsat,2010-07-13,173/028,173,landsat-7,4.0,46.024069999999995,41.431663369999995,4.0
landsat,2010-07-13,173/027,173,landsat-7,32.0,47.44518,41.961253604999996,32.0
landsat,2010-07-13,173/026,173,landsat-7,73.0,48.858705,42.459449115,73.0
landsat,2010-07-13,173/025,173,landsat-7,12.0,50.27262,43.05881947,12.0
landsat,2010-07-12,174/028,174,landsat-5,8.0,46.02113,39.863158415,8.0
landsat,2010-07-12,174/027,174,landsat-5,7.0,47.43712,40.409578675,7.0
landsat,2010-07-12,174/026,174,landsat-5,60.0,48.849905,40.975848955000004,60.0
landsat,2010-07-12,174/025,174,landsat-5,95.0,50.26858,41.56818928,95.0
landsat,2010-07-11,175/028,175,landsat-7,71.0,46.02304,38.291158455,67.0
landsat,2010-07-11,175/027,175,landsat-7,54.0,47.44032,38.851358745,54.0
landsat,2010-07-11,175/026,175,landsat-7,73.0,48.860305,39.414309020000005,73.0
landsat,2010-07-10,176/028,176,landsat-5,31.0,46.01182,36.720768504999995,42.0
landsat,2010-07-10,176/027,176,landsat-5,47.0,47.426935,37.253668770000004,46.0
landsat,2010-07-10,176/026,176,landsat-5,42.0,48.8475,37.82513408,42.0
landsat,2010-07-10,176/025,176,landsat-5,91.0,50.259575,38.423424415,91.0
landsat,2010-07-07,171/028,171,landsat-5,9.0,46.009254999999996,44.46884345,9.0
landsat,2010-07-07,171/027,171,landsat-5,3.0,47.424324999999996,45.013513725,3.0
landsat,2010-07-07,171/026,171,landsat-5,1.0,48.846405000000004,45.589319015,1.0
landsat,2010-07-07,171/025,171,landsat-5,0.0,50.258455,46.184969339999995,0.0
landsat,2010-07-06,172/028,172,landsat-7,11.0,46.022155,42.923693505,11.0
landsat,2010-07-06,172/025,172,landsat-7,88.0,50.26957,44.636059425,88.0
landsat,2010-07-05,173/028,173,landsat-5,47.0,46.00708,41.41121835,47.0
landsat,2010-07-05,173/027,173,landsat-5,4.0,47.424045,41.949868605000006,4.0
landsat,2010-07-05,173/026,173,landsat-5,72.0,48.835695,42.446549114999996,72.0
landsat,2010-07-05,173/025,173,landsat-5,47.0,50.256225,43.034614454999996,47.0
landsat,2010-07-04,174/025,174,landsat-7,27.0,50.27505,41.572944275,27.0
landsat,2010-07-03,175/028,175,landsat-5,40.0,46.015119999999996,38.289283455,50.0
landsat,2010-07-03,175/027,175,landsat-5,70.0,47.431034999999994,38.83517873,71.0
landsat,2010-07-03,175/026,175,landsat-5,17.0,48.84301,39.40375402,17.0
landsat,2010-07-03,175/025,175,landsat-5,6.0,50.261309999999995,40.00892935,6.0
landsat,2010-07-02,176/028,176,landsat-7,62.0,46.022670000000005,36.731823495,79.0
landsat,2010-07-02,176/027,176,landsat-7,30.0,47.440605,37.278723785,29.0
landsat,2010-07-02,176/026,176,landsat-7,36.0,48.85957,37.839484075,36.0
landsat,2010-07-02,176/025,176,landsat-7,40.0,50.272994999999995,38.45331443,40.0
