sensor,date,tile,orbit,platform,cloud,lat,lon,nodata
landsat,2010-01-24,175/027,175,landsat-5,21.0,47.42839,38.83518873,21.0
landsat,2010-01-24,175/026,175,landsat-5,55.0,48.841705,39.407924025,55.0
landsat,2010-01-24,175/025,175,landsat-5,6.0,50.259955,40.01746434499999,6.0
landsat,2010-01-23,176/026,176,landsat-7,39.0,48.85655,37.808274075,39.0
landsat,2010-01-22,177/025,177,landsat-5,21.0,50.256240000000005,36.872614455000004,21.0
landsat,2010-01-21,170/028,170,landsat-5,39.0,46.011755,46.044368405,39.0
landsat,2010-01-19,172/028,172,landsat-5,100.0,46.015335,42.906853495,100.0
landsat,2010-01-19,172/027,172,landsat-5,22.0,47.430994999999996,43.44878376,22.0
landsat,2010-01-19,172/026,172,landsat-5,3.0,48.842524999999995,44.023444065,3.0
landsat,2010-01-19,172/025,172,landsat-5,1.0,50.25226,44.623359390000005,1.0
landsat,2010-01-18,173/028,173,landsat-7,79.0,46.020665,41.398478350000005,79.0
landsat,2010-01-18,173/027,173,landsat-7,37.0,47.43867,41.951098619999996,37.0
landsat,2010-01-18,173/026,173,landsat-7,0.0,48.85685,42.43696412,0.0
landsat,2010-01-17,174/028,174,landsat-5,42.0,46.01581,39.866978405,42.0
landsat,2010-01-17,174/027,174,landsat-5,4.0,47.43034,40.417463670000004,4.0
landsat,2010-01-17,174/026,174,landsat-5,0.0,48.841735,40.983523950000006,0.0
landsat,2010-01-17,174/025,174,landsat-5,0.0,50.25093,41.57746426,0.0
landsat,2010-01-15,176/028,176,landsat-5,94.0,46.014775,36.730513495,92.0
landsat,2010-01-15,176/027,176,landsat-5,26.0,47.428515000000004,37.265668765,30.0
landsat,2010-01-15,176/026,176,landsat-5,39.0,48.839595,37.835814065,39.0
landsat,2010-01-15,176/025,176,landsat-5,66.0,50.246205,38.4365094,66.0
landsat,2010-01-12,171/028,171,landsat-5,100.0,46.016085,44.476673445,100.0
landsat,2010-01-12,171/027,171,landsat-5,84.0,47.42172,45.01958872,84.0
landsat,2010-01-12,171/026,171,landsat-5,56.0,48.842420000000004,45.59551401,56.0
landsat,2011-12-30,174/028,174,landsat-7,32.0,46.022365,39.84540341,32.0
landsat,2011-12-30,174/027,174,landsat-7,34.0,47.4396,40.407683685,33.0
landsat,2011-12-30,174/026,174,landsat-7,53.0,48.859255000000005,40.966383965,53.0
landsat,2011-12-28,176/028,176,landsat-7,69.0,46.021074999999996,36.72388351,72.0
landsat,2011-12-28,176/027,176,landsat-7,32.0,47.442840000000004,37.250813775,32.0
landsat,2011-12-28,176/026,176,landsat-7,27.0,48.858075,37.83317409,27.0
landsat,2011-12-25,171/028,171,landsat-7,61.0,46.022535000000005,44.47460346,61.0
landsat,2011-12-25,171/027,171,landsat-7,57.0,47.437595,45.021623735000006,57.0
landsat,2011-12-25,171/026,171,landsat-7,71.0,48.85692,45.58526902,71.0
landsat,2011-12-23,173/028,173,landsat-7,100.0,46.02306,41.412183354999996,100.0
landsat,2011-12-23,173/027,173,landsat-7,94.0,47.440915000000004,41.967213625,94.0
landsat,2011-12-23,173/026,173,landsat-7,98.0,48.85991,42.45516912,98.0
landsat,2011-12-16,172/028,172,landsat-7,81.0,46.023520000000005,42.927413509999994,81.0
landsat,2011-12-14,174/028,174,landsat-7,95.0,46.022104999999996,39.886858415000006,95.0
landsat,2011-12-14,174/027,174,landsat-7,78.0,47.43793,40.43604369,78.0
landsat,2011-12-14,174/026,174,landsat-7,80.0,48.857435,40.994898965,80.0
landsat,2011-12-14,174/025,174,landsat-7,88.0,50.270415,41.59818928999999,88.0
landsat,2011-12-12,176/028,176,landsat-7,1.0,46.020070000000004,36.739623495000004,3.0
landsat,2011-12-12,176/027,176,landsat-7,33.0,47.43802,37.288723785,38.0
landsat,2011-12-12,176/026,176,landsat-7,97.0,48.858275,37.85200408,97.0
landsat,2011-12-12,176/025,176,landsat-7,100.0,50.27027,38.461949430000004,100.0
landsat,2011-12-05,175/028,175,landsat-7,9.0,46.021654999999996,38.29510346,4.0
landsat,2011-11-30,172/028,172,landsat-7,86.0,46.018055000000004,42.923743505000004,86.0
landsat,2011-11-30,172/027,172,landsat-7,98.0,47.43886,43.45456377,98.0
landsat,2011-11-30,172/026,172,landsat-7,100.0,48.855795,44.03767909,100.0
landsat,2011-11-30,172/025,172,landsat-7,100.0,50.266785,44.638234425,100.0
landsat,2011-11-28,174/028,174,landsat-7,62.0,46.02081,39.87896842,62.0
landsat,2011-11-28,174/027,174,landsat-7,97.0,47.442205,40.415788675,97.0
landsat,2011-11-23,171/027,171,landsat-7,28.0,47.441675000000004,45.027703720000005,28.0
landsat,2011-11-23,171/026,171,landsat-7,11.0,48.85556,45.601954025,11.0
landsat,2011-11-23,171/025,171,landsat-7,56.0,50.268715,46.215374355,56.0
landsat,2011-11-21,173/028,173,landsat-7,83.0,46.02281,41.425703354999996,83.0
landsat,2011-11-21,173/027,173,landsat-7,49.0,47.440690000000004,41.977108625,49.0
landsat,2011-11-21,173/026,173,landsat-7,7.0,48.86017,42.467429120000006,7.0
landsat,2011-11-21,173/025,173,landsat-7,29.0,50.271145,43.054639465,29.0
landsat,2011-11-14,172/028,172,landsat-7,87.0,46.023655,42.935158505000004,87.0
landsat,2011-11-14,172/027,172,landsat-7,100.0,47.444405,43.464528775000005,100.0
landsat,2011-11-14,172/026,172,landsat-7,100.0,48.85716,44.035649074999995,100.0
landsat,2011-11-14,172/025,172,landsat-7,100.0,50.26954,44.648959425,100.0
landsat,2011-11-12,174/028,174,landsat-7,89.0,46.02081,39.87892341,89.0
landsat,2011-11-12,174/027,174,landsat-7,97.0,47.440574999999995,40.44017369,98.0
landsat,2011-11-12,174/026,174,landsat-7,100.0,48.85319,41.009143975,100.0
landsat,2011-11-12,174/025,174,landsat-7,100.0,50.27194,41.589694275,100.0
landsat,2011-11-07,171/028,171,landsat-7,1.0,46.022625,44.49830345,1.0
landsat,2011-11-07,171/027,171,landsat-7,0.0,47.43898,45.04796872,0.0
landsat,2011-11-07,171/026,171,landsat-7,1.0,48.855425,45.631179035,1.0
landsat,2011-11-07,171/025,171,landsat-7,1.0,50.272675,46.22396434,1.0
landsat,2011-11-06,172/028,172,landsat-5,12.0,46.019275,42.906608495,12.0
landsat,2011-11-06,172/027,172,landsat-5,9.0,47.434830000000005,43.438493765000004,9.0
landsat,2011-11-06,172/026,172,landsat-5,6.0,48.84772,44.008744065,6.0
landsat,2011-11-06,172/025,172,landsat-5,20.0,50.265609999999995,44.608184405,20.0
landsat,2011-11-05,173/028,173,landsat-7,91.0,46.025045,41.447153355,91.0
landsat,2011-11-05,173/027,173,landsat-7,68.0,47.44173,41.988978605,68.0
landsat,2011-11-05,173/026,173,landsat-7,4.0,48.856815,42.500174135,4.0
landsat,2011-11-05,173/025,173,landsat-7,1.0,50.272825,43.075669455,1.0
landsat,2011-11-04,174/028,174,landsat-5,91.0,46.01445,39.84922841,91.0
landsat,2011-11-04,174/027,174,landsat-5,100.0,47.429159999999996,40.39314867,100.0
landsat,2011-11-04,174/026,174,landsat-5,100.0,48.85011,40.96157896,100.0
landsat,2011-11-04,174/025,174,landsat-5,100.0,50.260795,41.550899265,100.0
landsat,2011-11-03,175/028,175,landsat-7,82.0,46.020495,38.324723455,81.0
landsat,2011-11-03,175/027,175,landsat-7,79.0,47.43488,38.871653725,77.0
landsat,2011-11-03,175/026,175,landsat-7,98.0,48.85205,39.458079035,98.0
landsat,2011-11-02,176/028,176,landsat-5,93.0,46.015725,36.7148035,99.0
landsat,2011-11-02,176/027,176,landsat-5,89.0,47.43087,37.24748878,88.0
landsat,2011-11-02,176/026,176,landsat-5,81.0,48.84198,37.814844074999996,81.0
landsat,2011-11-02,176/025,176,landsat-5,94.0,50.260845,38.412679409999996,94.0
landsat,2011-10-29,172/028,172,landsat-7,89.0,46.02122,42.950753505,89.0
landsat,2011-10-29,172/027,172,landsat-7,100.0,47.44191,43.480818775,100.0
landsat,2011-10-29,172/026,172,landsat-7,100.0,48.855935,44.05232908,100.0
landsat,2011-10-29,172/025,172,landsat-7,95.0,50.26958,44.666149425,95.0
landsat,2011-10-28,173/028,173,landsat-5,33.0,46.0232,41.413903355,33.0
landsat,2011-10-28,173/027,173,landsat-5,100.0,47.441695,41.944983609999994,100.0
landsat,2011-10-28,173/026,173,landsat-5,100.0,48.854415,42.44140912,100.0
landsat,2011-10-28,173/025,173,landsat-5,100.0,50.273555,43.025319465,100.0
landsat,2011-10-27,174/028,174,landsat-7,0.0,46.02478,39.890803410000004,0.0
landsat,2011-10-27,174/027,174,landsat-7,5.0,47.439275,40.437998675,5.0
landsat,2011-10-27,174/026,174,landsat-7,84.0,48.85568,41.021508975,84.0
landsat,2011-10-27,174/025,174,landsat-7,90.0,50.27436,41.602459275,90.0
landsat,2011-10-25,176/028,176,landsat-7,61.0,46.02029,36.751238494999996,51.0
landsat,2011-10-25,176/027,176,landsat-7,41.0,47.439535,37.30056879,42.0
landsat,2011-10-25,176/026,176,landsat-7,95.0,48.85308,37.87083409,95.0
landsat,2011-10-25,176/025,176,landsat-7,97.0,50.26892,38.46201441,97.0
landsat,2011-10-22,171/028,171,landsat-7,33.0,46.018625,44.504223464999995,33.0
landsat,2011-10-22,171/027,171,landsat-7,28.0,47.43493,45.052018735000004,28.0
landsat,2011-10-22,171/026,171,landsat-7,57.0,48.854155,45.61442902,57.0
landsat,2011-10-22,171/025,171,landsat-7,72.0,50.268605,46.230409355,72.0
landsat,2011-10-17,176/028,176,landsat-5,100.0,46.010414999999995,36.7208035,100.0
landsat,2011-10-17,176/027,176,landsat-5,78.0,47.43232999999999,37.255438775,74.0
landsat,2011-10-17,176/026,176,landsat-5,39.0,48.84341,37.823184069999996,39.0
landsat,2011-10-17,176/025,176,landsat-5,57.0,50.262205,38.4234244,57.0
landsat,2011-10-16,177/025,177,landsat-7,47.0,50.26963,36.88409947,47.0
landsat,2011-10-14,171/029,171,landsat-5,75.0,44.64019,43.96639821,75.0
landsat,2011-10-14,171/028,171,landsat-5,64.0,46.056545,44.490098455,64.0
landsat,2011-10-14,171/027,171,landsat-5,18.0,47.471525,45.035828725,18.0
landsat,2011-10-14,171/026,171,landsat-5,0.0,48.885385,45.606469015,0.0
landsat,2011-10-14,171/025,171,landsat-5,13.0,50.30534,46.211944345,13.0
landsat,2011-10-11,174/028,174,landsat-7,47.0,46.02212,39.888783405,47.0
landsat,2011-10-11,174/027,174,landsat-7,60.0,47.43793,40.43791867,60.0
landsat,2011-10-11,174/026,174,landsat-7,61.0,48.855684999999994,41.019503975,61.0
landsat,2011-10-11,174/025,174,landsat-7,86.0,50.271665,41.60230927,86.0
landsat,2011-10-10,175/028,175,landsat-5,100.0,46.016495000000006,38.29911346,100.0
landsat,2011-10-10,175/027,175,landsat-5,100.0,47.43101,38.841263729999994,100.0
landsat,2011-10-10,175/026,175,landsat-5,56.0,48.84431,39.410029025,56.0
landsat,2011-10-10,175/025,175,landsat-5,100.0,50.26396,40.01113435,100.0
landsat,2011-10-09,176/028,176,landsat-7,69.0,46.020224999999996,36.749273495,57.0
landsat,2011-10-09,176/027,176,landsat-7,32.0,47.43948,37.29658879,34.0
landsat,2011-10-09,176/026,176,landsat-7,25.0,48.85701,37.858324075,25.0
landsat,2011-10-09,176/025,176,landsat-7,33.0,50.270275,38.472694430000004,33.0
landsat,2011-10-08,177/025,177,landsat-5,0.0,50.268384999999995,36.87818946,0.0
landsat,2011-10-07,170/028,170,landsat-5,9.0,46.015865,46.02459838,9.0
landsat,2011-10-06,171/028,171,landsat-7,74.0,46.02126,44.494333465,74.0
landsat,2011-10-06,171/027,171,landsat-7,81.0,47.4349,45.041888735,81.0
landsat,2011-10-06,171/026,171,landsat-7,59.0,48.85419,45.60609402,59.0
landsat,2011-10-06,171/025,171,landsat-7,13.0,50.268675,46.21966935499999,13.0
landsat,2011-10-04,173/028,173,landsat-7,100.0,46.02766,41.385373365,100.0
landsat,2011-10-04,173/027,173,landsat-7,89.0,47.44901,41.913783609999996,89.0
landsat,2011-10-04,173/026,173,landsat-7,57.0,48.861639999999994,42.41008412,57.0
landsat,2011-10-04,173/025,173,landsat-7,31.0,50.27579,43.008019475,31.0
landsat,2011-10-03,174/028,174,landsat-5,84.0,46.014129999999994,39.898518405000004,84.0
landsat,2011-10-03,174/027,174,landsat-5,97.0,47.435675,40.41557867,97.0
landsat,2011-10-03,174/026,174,landsat-5,100.0,48.84525,41.012413955,100.0
landsat,2011-10-03,174/025,174,landsat-5,100.0,50.26509,41.603719264999995,100.0
landsat,2011-10-02,175/028,175,landsat-7,37.0,46.024155,38.25952847,47.0
landsat,2011-10-01,176/028,176,landsat-5,72.0,46.00786,36.726753495,56.0
landsat,2011-10-01,176/027,176,landsat-5,86.0,47.4243,37.25969377,87.0
landsat,2011-10-01,176/026,176,landsat-5,100.0,48.844885,37.833544079999996,100.0
landsat,2011-10-01,176/025,176,landsat-5,100.0,50.25687,38.429904415,100.0
landsat,2011-09-30,177/025,177,landsat-7,81.0,50.27541,36.82915446,81.0
landsat,2011-09-29,170/028,170,landsat-7,26.0,46.025115,46.026918415,26.0
landsat,2011-09-28,171/028,171,landsat-5,0.0,46.005185,44.470873445,0.0
landsat,2011-09-28,171/027,171,landsat-5,5.0,47.41893,45.017563715,5.0
landsat,2011-09-28,171/026,171,landsat-5,6.0,48.838275,45.591274005,6.0
landsat,2011-09-27,172/028,172,landsat-7,0.0,46.025465,42.884863485,0.0
landsat,2011-09-27,172/027,172,landsat-7,21.0,47.444,43.43201878,21.0
landsat,2011-09-27,172/026,172,landsat-7,84.0,48.86223,43.993824075000006,84.0
landsat,2011-09-27,172/025,172,landsat-7,63.0,50.273399999999995,44.590929405,63.0
landsat,2011-09-26,173/028,173,landsat-5,6.0,46.02047,41.41759835,6.0
landsat,2011-09-26,173/027,173,landsat-5,44.0,47.43473,41.954453605,44.0
landsat,2011-09-26,173/026,173,landsat-5,73.0,48.849270000000004,42.451939115,73.0
landsat,2011-09-26,173/025,173,landsat-5,95.0,50.26842,43.03618946500001,95.0
landsat,2011-09-25,174/028,174,landsat-7,5.0,46.0264,39.851448425,5.0
landsat,2011-09-25,174/027,174,landsat-7,8.0,47.447919999999996,40.38757368,9.0
landsat,2011-09-25,174/026,174,landsat-7,25.0,48.860794999999996,40.956138960000004,25.0
landsat,2011-09-25,174/025,174,landsat-7,47.0,50.274005,41.556279294999996,47.0
landsat,2011-09-24,175/028,175,landsat-5,1.0,46.011005,38.27748846,1.0
landsat,2011-09-24,175/027,175,landsat-5,3.0,47.425625,38.82303873,4.0
landsat,2011-09-24,175/026,175,landsat-5,34.0,48.84843,39.39545402,34.0
landsat,2011-09-24,175/025,175,landsat-5,51.0,50.26028,39.983104345,51.0
landsat,2011-09-22,177/025,177,landsat-5,2.0,50.21613,36.815099495,2.0
landsat,2011-09-21,170/028,170,landsat-5,0.0,46.003555,45.874733415,0.0
landsat,2011-09-20,171/028,171,landsat-7,0.0,46.026520000000005,44.452908449999995,0.0
landsat,2011-09-20,171/027,171,landsat-7,2.0,47.441635000000005,44.99730372,2.0
landsat,2011-09-20,171/026,171,landsat-7,7.0,48.85835,45.581169035,7.0
landsat,2011-09-20,171/025,171,landsat-7,12.0,50.275850000000005,46.17032934,12.0
landsat,2011-09-19,172/028,172,landsat-5,1.0,46.016435,42.897068489999995,1.0
landsat,2011-09-19,172/027,172,landsat-5,0.0,47.432085,43.432493765000004,0.0
landsat,2011-09-19,172/026,172,landsat-5,2.0,48.84635,44.002484069999994,2.0
landsat,2011-09-19,172/025,172,landsat-5,7.0,50.265635,44.606034405,7.0
landsat,2011-09-18,173/028,173,landsat-7,0.0,46.024415000000005,41.412363365000004,0.0
landsat,2011-09-18,173/027,173,landsat-7,0.0,47.445625,41.941448605000005,0.0
landsat,2011-09-18,173/026,173,landsat-7,2.0,48.86252,42.45084913,2.0
landsat,2011-09-18,173/025,173,landsat-7,39.0,50.27876,43.024839465,39.0
landsat,2011-09-17,174/028,174,landsat-5,4.0,46.01183,39.84524341,4.0
landsat,2011-09-17,174/027,174,landsat-5,7.0,47.427915,40.391058665,7.0
landsat,2011-09-17,174/026,174,landsat-5,19.0,48.85293,40.957528960000005,19.0
landsat,2011-09-17,174/025,174,landsat-5,22.0,50.26362,41.54882927,22.0
landsat,2011-09-16,175/028,175,landsat-7,5.0,46.027015,38.287103470000005,0.0
landsat,2011-09-16,175/027,175,landsat-7,28.0,47.44157,38.83311374,31.0
landsat,2011-09-16,175/026,175,landsat-7,67.0,48.86168,39.395564025,67.0
landsat,2011-09-16,175/025,175,landsat-7,26.0,50.27449,40.009264365,26.0
landsat,2011-09-15,176/028,176,landsat-5,29.0,46.017125,36.714848495,52.0
landsat,2011-09-15,176/027,176,landsat-5,24.0,47.43497,37.245508775000005,21.0
landsat,2011-09-15,176/026,176,landsat-5,73.0,48.848745,37.810539075,73.0
landsat,2011-09-15,176/025,176,landsat-5,22.0,50.269014999999996,38.410424410000005,22.0
landsat,2011-09-14,177/025,177,landsat-7,9.0,50.276015,36.864654485,9.0
landsat,2011-09-13,170/028,170,landsat-7,16.0,46.027715,46.038753400000004,16.0
landsat,2011-09-12,171/028,171,landsat-5,27.0,46.020005,44.45098345,27.0
landsat,2011-09-12,171/027,171,landsat-5,14.0,47.43655,44.99527372,14.0
landsat,2011-09-12,171/026,171,landsat-5,89.0,48.851969999999994,45.56436902,89.0
landsat,2011-09-12,171/025,171,landsat-5,86.0,50.264145,46.159344345,86.0
landsat,2011-09-11,172/028,172,landsat-7,46.0,46.02574,42.900358485,46.0
landsat,2011-09-11,172/027,172,landsat-7,63.0,47.44421,43.448233785,63.0
landsat,2011-09-11,172/026,172,landsat-7,30.0,48.862314999999995,44.008424075,30.0
landsat,2011-09-11,172/025,172,landsat-7,7.0,50.274834999999996,44.620974430000004,7.0
landsat,2011-09-10,173/028,173,landsat-5,41.0,46.018235000000004,41.396148350000004,41.0
landsat,2011-09-10,173/027,173,landsat-5,26.0,47.433955,41.932543609999996,26.0
landsat,2011-09-10,173/026,173,landsat-5,40.0,48.84747,42.429629115,40.0
landsat,2011-09-10,173/025,173,landsat-5,94.0,50.268145000000004,43.017299460000004,94.0
landsat,2011-09-08,175/028,175,landsat-5,58.0,46.017745,38.271498455,37.0
landsat,2011-09-08,175/027,175,landsat-5,96.0,47.433745,38.81693373,95.0
landsat,2011-09-08,175/026,175,landsat-5,93.0,48.840435,39.37871902,93.0
landsat,2011-09-08,175/025,175,landsat-5,97.0,50.2616,39.97886435,97.0
landsat,2011-09-07,176/028,176,landsat-7,3.0,46.0239,36.72770851,6.0
landsat,2011-09-07,176/027,176,landsat-7,1.0,47.445595,37.252748775,1.0
landsat,2011-09-07,176/026,176,landsat-7,25.0,48.86083,37.833099095,25.0
landsat,2011-09-07,176/025,176,landsat-7,69.0,50.271495,38.431859425,69.0
landsat,2011-09-06,177/025,177,landsat-5,79.0,50.263735,36.838484465,79.0
landsat,2011-09-04,171/028,171,landsat-7,75.0,46.026555,44.46079845,75.0
landsat,2011-09-04,171/027,171,landsat-7,31.0,47.44302,45.019598735,31.0
landsat,2011-09-04,171/026,171,landsat-7,8.0,48.856925000000004,45.59156403,8.0
landsat,2011-09-04,171/025,171,landsat-7,22.0,50.274429999999995,46.18107435,22.0
landsat,2011-09-03,172/028,172,landsat-5,36.0,46.021744999999996,42.88917349,36.0
landsat,2011-09-03,172/027,172,landsat-5,8.0,47.43754,43.422178765,8.0
landsat,2011-09-03,172/026,172,landsat-5,8.0,48.851705,43.989864069999996,8.0
landsat,2011-09-03,172/025,172,landsat-5,55.0,50.262955,44.588869405,55.0
landsat,2011-09-02,173/028,173,landsat-7,1.0,46.027185,41.40844835,1.0
landsat,2011-09-02,173/027,173,landsat-7,9.0,47.44523,41.957433615,9.0
landsat,2011-09-02,173/026,173,landsat-7,4.0,48.85722,42.45520913,4.0
landsat,2011-09-01,174/028,174,landsat-5,46.0,46.016009999999994,39.833498415,46.0
landsat,2011-09-01,174/027,174,landsat-5,92.0,47.432095000000004,40.379053670000005,92.0
landsat,2011-09-01,174/026,174,landsat-5,68.0,48.847795000000005,40.94297396,68.0
landsat,2011-09-01,174/025,174,landsat-5,70.0,50.268,41.53434427,70.0
landsat,2011-08-31,175/028,175,landsat-7,67.0,46.02562,38.279288455,61.0
landsat,2011-08-31,175/027,175,landsat-7,36.0,47.44292,38.837158744999996,37.0
landsat,2011-08-31,175/026,175,landsat-7,7.0,48.861665,39.399729025,7.0
landsat,2011-08-31,175/025,175,landsat-7,1.0,50.273255000000006,39.998409345,1.0
landsat,2011-08-30,176/028,176,landsat-5,0.0,46.017035,36.709073495,0.0
landsat,2011-08-30,176/027,176,landsat-5,1.0,47.432215,37.241628774999995,1.0
landsat,2011-08-30,176/026,176,landsat-5,0.0,48.85553,37.81242408,0.0
landsat,2011-08-30,176/025,176,landsat-5,0.0,50.266325,38.41045941,0.0
landsat,2011-08-29,177/025,177,landsat-7,0.0,50.274735,36.86691448,0.0
landsat,2011-08-27,171/028,171,landsat-5,5.0,46.02002,44.45492845,5.0
landsat,2011-08-27,171/027,171,landsat-5,13.0,47.43655,44.99932872,13.0
landsat,2011-08-27,171/026,171,landsat-5,48.0,48.850584999999995,45.572679015,48.0
landsat,2011-08-27,171/025,171,landsat-5,59.0,50.269385,46.176594335000004,59.0
landsat,2011-08-26,172/028,172,landsat-7,1.0,46.02709,42.90026349,1.0
landsat,2011-08-26,172/027,172,landsat-7,0.0,47.44421,43.448233785,0.0
landsat,2011-08-26,172/026,172,landsat-7,0.0,48.862365,44.010509075,0.0
landsat,2011-08-26,172/025,172,landsat-7,0.0,50.27345,44.608124405,0.0
landsat,2011-08-25,173/028,173,landsat-5,76.0,46.01814,41.40193335,76.0
landsat,2011-08-25,173/027,173,landsat-5,55.0,47.435175,41.938498605,55.0
landsat,2011-08-25,173/026,173,landsat-5,1.0,48.848960000000005,42.433669115,1.0
landsat,2011-08-25,173/025,173,landsat-5,1.0,50.269555,43.019439455,1.0
landsat,2011-08-24,174/028,174,landsat-7,35.0,46.022285,39.86516842,35.0
landsat,2011-08-24,174/027,174,landsat-7,84.0,47.44374,40.40160867,85.0
landsat,2011-08-24,174/026,174,landsat-7,95.0,48.860335,40.98283897,95.0
landsat,2011-08-24,174/025,174,landsat-7,75.0,50.2723,41.572974285,75.0
landsat,2011-08-23,175/028,175,landsat-5,25.0,46.020435,38.265543455,37.0
landsat,2011-08-23,175/027,175,landsat-5,70.0,47.43646,38.81084373,76.0
landsat,2011-08-23,175/026,175,landsat-5,69.0,48.85122,39.38297402,69.0
landsat,2011-08-23,175/025,175,landsat-5,47.0,50.272310000000004,39.985534349999995,47.0
landsat,2011-08-22,176/028,176,landsat-7,21.0,46.023970000000006,36.73157851,41.0
landsat,2011-08-22,176/027,176,landsat-7,75.0,47.444305,37.256808770000006,80.0
landsat,2011-08-22,176/026,176,landsat-7,89.0,48.85952,37.8372741,89.0
landsat,2011-08-22,176/025,176,landsat-7,90.0,50.27687,38.427529414999995,90.0
landsat,2011-08-21,177/025,177,landsat-5,96.0,50.2692,36.842444470000004,96.0
landsat,2011-08-20,170/028,170,landsat-5,26.0,46.030735,46.03092841,26.0
landsat,2011-08-19,171/028,171,landsat-7,49.0,46.0212,44.478553465000005,49.0
landsat,2011-08-19,171/027,171,landsat-7,77.0,47.444370000000006,45.01554372,77.0
landsat,2011-08-19,171/026,171,landsat-7,37.0,48.859625,45.59785403,37.0
landsat,2011-08-18,172/028,172,landsat-5,49.0,46.0299,42.890828490000004,49.0
landsat,2011-08-18,172/027,172,landsat-5,52.0,47.44552,43.423968765,52.0
landsat,2011-08-18,172/026,172,landsat-5,29.0,48.859825,43.993864075000005,29.0
landsat,2011-08-18,172/025,172,landsat-5,3.0,50.27239,44.5887944,3.0
landsat,2011-08-17,173/028,173,landsat-7,16.0,46.02568,41.416173355,16.0
landsat,2011-08-17,173/027,173,landsat-7,9.0,47.44366,41.967298625,9.0
landsat,2011-08-17,173/026,173,landsat-7,9.0,48.862605,42.45503411999999,9.0
landsat,2011-08-17,173/025,173,landsat-7,34.0,50.27357,43.037804455,34.0
landsat,2011-08-16,174/028,174,landsat-5,39.0,46.022625,39.853303409999995,39.0
landsat,2011-08-16,174/027,174,landsat-5,32.0,47.44131,40.39952867,31.0
landsat,2011-08-16,174/026,174,landsat-5,23.0,48.85549,40.965808960000004,23.0
landsat,2011-08-16,174/025,174,landsat-5,50.0,50.26756,41.555369275000004,50.0
landsat,2011-08-15,175/025,175,landsat-7,96.0,50.274550000000005,40.00920935,96.0
landsat,2011-08-13,177/025,177,landsat-7,14.0,50.272185,36.87545448,14.0
landsat,2011-08-11,171/028,171,landsat-5,0.0,46.020075000000006,44.46084845,0.0
landsat,2011-08-11,171/027,171,landsat-5,0.0,47.43517,45.005408725,0.0
landsat,2011-08-11,171/026,171,landsat-5,0.0,48.850565,45.576879025,0.0
landsat,2011-08-11,171/025,171,landsat-5,0.0,50.262640000000005,46.176454335,0.0
landsat,2011-08-10,172/028,172,landsat-7,13.0,46.02345,42.92353851,13.0
landsat,2011-08-10,172/027,172,landsat-7,0.0,47.44426,43.450338775,0.0
landsat,2011-08-10,172/026,172,landsat-7,0.0,48.86122,44.03339909,0.0
landsat,2011-08-10,172/025,172,landsat-7,5.0,50.270845,44.631764419999996,5.0
landsat,2011-08-09,173/028,173,landsat-5,2.0,46.01681,41.400008355,2.0
landsat,2011-08-09,173/027,173,landsat-5,0.0,47.441845,41.94094361,0.0
landsat,2011-08-09,173/026,173,landsat-5,0.0,48.854455,42.439479115,0.0
landsat,2011-08-09,173/025,173,landsat-5,0.0,50.26687,43.023679455,0.0
landsat,2011-08-08,174/028,174,landsat-7,3.0,46.027675,39.865208415,3.0
landsat,2011-08-08,174/027,174,landsat-7,20.0,47.443605000000005,40.41376367,20.0
landsat,2011-08-08,174/026,174,landsat-7,5.0,48.8602,40.993023975,5.0
landsat,2011-08-08,174/025,174,landsat-7,7.0,50.27769,41.57316927,7.0
landsat,2011-08-07,175/028,175,landsat-5,5.0,46.01779,38.279388455,7.0
landsat,2011-08-07,175/027,175,landsat-5,39.0,47.43375,38.82503873,45.0
landsat,2011-08-07,175/026,175,landsat-5,20.0,48.84845,39.397539019999996,20.0
landsat,2011-08-07,175/025,175,landsat-5,11.0,50.269515,39.998364355,11.0
landsat,2011-08-06,176/028,176,landsat-7,22.0,46.02412,36.73932851,39.0
landsat,2011-08-06,176/027,176,landsat-7,5.0,47.44442,37.26476877,6.0
landsat,2011-08-06,176/026,176,landsat-7,14.0,48.860995,37.847699094999996,14.0
landsat,2011-08-06,176/025,176,landsat-7,15.0,50.2702,38.44475443,15.0
landsat,2011-08-02,172/028,172,landsat-5,26.0,46.01643,42.89516349,26.0
landsat,2011-08-02,172/027,172,landsat-5,4.0,47.433435,43.43038377,4.0
landsat,2011-08-02,172/026,172,landsat-5,1.0,48.84501,44.000399075,1.0
landsat,2011-08-02,172/025,172,landsat-5,38.0,50.26566,44.603884405,38.0
landsat,2011-08-01,173/028,173,landsat-7,7.0,46.02543,41.429778365,7.0
landsat,2011-08-01,173/027,173,landsat-7,13.0,47.440965,41.96714862,13.0
landsat,2011-08-01,173/026,173,landsat-7,32.0,48.861255,42.455149115,32.0
landsat,2011-08-01,173/025,173,landsat-7,33.0,50.273844999999994,43.05442448,33.0
landsat,2011-07-31,174/028,174,landsat-5,44.0,46.025245,39.85728841,44.0
landsat,2011-07-31,174/027,174,landsat-5,29.0,47.44126,40.40357867,29.0
landsat,2011-07-31,174/026,174,landsat-5,4.0,48.85542,40.969898959999995,4.0
landsat,2011-07-31,174/025,174,landsat-5,58.0,50.267485,41.557509275,58.0
